Date,nifty,gold,sensex,platinum,taiwan_50,nyse,nasdaq,nikkie,palladium,silver,jpy_index,djia,ftse_100,usdinr,dax,shanghai,kospi,crude,cac_40,hang_seng,straits_times_index,dollar_index,euro_index
2000-01-05,-0.14384855319240145,-0.026982269645946896,0.11847964364786077,-0.026436114904495944,-0.10191297809917853,-0.17742663929438632,-0.3051994064524679,-0.00148873787350282,-0.12218652982219239,0.12333651987485947,-0.0918373227430293,-0.1739740995157962,0.24641007065386666,-0.0012654874442428125,-0.13333230945312324,-0.10335258815413773,0.6848666674078098,-0.3559919939506618,-0.22782689768924114,-0.09389051884468048,-0.11230135691586464,0.01041710069597774,0.039916097407220755
2000-01-06,0.10106312690345504,-0.0169499616216836,-0.1805509055314977,-0.21101395854460658,0.07884177562703079,0.026307773196187417,-0.045790888763395515,-0.17920335633910583,-0.06361716234396729,-0.14314282008025164,-0.0789768165422441,0.08394977127611937,-0.14427771529938838,0.00511265122754893,-0.095331341056666,0.01741177708564025,-0.5080610742834168,-0.18531209584377056,-0.25084265864134975,-0.5312951335827211,-0.40677850724649156,-0.0022103395059047807,0.00790438071587351
2000-01-07,-0.029958037953672682,-0.025880117676641973,0.13575507313490573,-0.22152621867727382,0.09189157232684181,0.11739987757721301,-0.43715603066837105,-0.22747999569210056,-0.0720279123608885,-0.22235984999808425,-0.14404055330380533,0.1323271632958083,-0.15294464307847858,-0.002594336063313836,-0.04705808420593215,0.4337857693316051,-0.29159715537978725,-0.0588146712836158,-0.06085611611382423,-0.49320069340888245,-0.149979257572919,0.03031325843734063,-0.018042498873785028
2000-01-10,0.12990450667160852,0.01888348332119682,-0.013868964891400819,0.05413904253711656,-0.09151979583552373,0.25272164301327116,0.4449433493457324,0.01475803360960986,0.21071069576471976,0.05779581161887557,0.04678134174378115,0.25523090103199714,0.0952857897191297,-0.0024557659175247154,0.5041045106159848,0.38364926845423747,-0.13476186403992244,-0.2410257938940566,0.17514371792370625,0.17764860123700177,0.2117065790313679,0.015894771057841067,0.013539282168534455
2000-01-11,-0.3777638785117109,-0.007214297685652211,0.19583828692212762,0.06442313179517443,0.2966394085055214,0.06877567752333613,0.4390546723488804,0.18439760266065053,0.18505794957121638,-0.00982158236415364,0.030548462579779247,0.04392666188075982,0.16142784058802587,0.0,0.21754743524190884,0.19183293710727875,0.41511246835667964,0.18959871322708766,0.19620415703860752,0.2931769367110016,0.11722822956828165,0.019234906493130425,-0.03200435950812375
2000-01-12,0.3510272854189455,0.06346772827346996,-0.42476278036512793,-0.013242546891217118,-0.2035704286994612,-0.09873018775530605,-0.3348464769704963,0.18733134825588546,-0.05954970721178279,0.010167928586030871,-0.1434220977063844,-0.05572564708504316,-0.14183796429321033,0.007292245420751112,-0.052226576390469896,-0.44625500058724693,-0.06318217590990328,0.47060157517349105,-0.06022894732763563,0.009256881363496597,-0.10399573926636012,-0.04493863991572374,0.04874806755396818
2000-01-13,-0.03035162974238632,-0.03570026640585064,0.5337553868493397,0.16035134734251882,0.3535858042946337,-0.01697891040302366,-0.26325830965078784,-0.13349651789412317,0.09198453154237038,-0.14518468302567222,0.017554936638697012,0.05040181472454083,0.030927405619475754,0.0,0.045378878663143496,-0.4093231858604597,-0.38902169178052876,0.287050803291219,-0.0811274797624449,-0.1352416620899033,0.1075032232688239,0.008654241191463066,-0.03962452276869601
2000-01-14,0.018784327777116232,0.11133219149322231,-0.19055289029472294,0.14016322922565677,-0.0924171865157221,0.23409034789097252,0.6281210433168595,0.18827719027266,-0.2618983642340497,0.043866757488161996,0.02647024893028872,0.06113262604200857,-0.004489480068119999,0.0,0.14088977849078482,-0.21305263101227687,-0.09354903777929154,0.35197397580769807,0.2050566174843601,-0.11514210107852678,-0.3089179188253268,0.08520230454125768,-0.08441222082347812
2000-01-17,-0.10586578434678995,-0.010808493065845266,0.0748470209462856,0.2092894239552336,-0.14202626730603982,0.07601589569759847,0.4168410786906243,0.10083895571215205,-0.2068121726893815,-0.008970021462462598,0.1340544473174831,0.18703338386426563,0.29887944880057765,0.0,0.48118694870177653,-0.16862979980269288,-0.04892557776497942,0.25977437577412904,0.4217532998129572,-0.090470073572978,-0.011518693110775465,0.1098356925055288,-0.12709565719530386
2000-01-18,-0.04409214453724042,0.11961835181704673,-0.17811624339705567,0.09363989605013616,0.4695969209033327,-0.06527472695855212,0.11871146112550837,0.3677216099553721,-0.037816527908116904,0.021119150030578158,0.1572510715791339,-0.1003857713174018,0.024611835751995347,0.023363110352200858,0.1732158814645325,0.2519817328700762,0.5390588993244951,0.17633011779399355,0.1386676176424538,0.030231167394596484,-0.30603449391654103,0.047046789195133554,-0.011767770912359386
2000-01-19,0.2933602811224555,0.13698264020105172,0.18726697594709915,0.10742390983940553,-0.117265093258075,-0.0757076218165888,0.13595253397427323,-0.2073133389257215,-0.04377749949321778,0.02434892177128024,-0.17436746376232046,-0.11671434375660072,-0.41398545836886846,0.011542239341484637,-0.4308412380301486,-0.07838519388904532,-0.0296301716275365,0.2011467352587061,-0.4866901796776697,0.23071218044758457,-0.15921486630275955,-0.031174414067250047,0.006799110126441939
2000-01-20,-0.2703758044402407,0.03165712284861716,0.032907225802144176,0.39382379020583524,-0.13981649476926086,0.029488721439490266,0.06493318289776105,-0.20387218786712483,0.12090920006085124,0.02028577574766236,0.005531413353219619,-0.08077507269051122,-0.11919912598029958,-0.021051441508518294,0.03503833575466112,0.12944425000063361,-0.5704328136612175,0.061244982579894615,-0.05423080111526276,-0.4262755768933912,-0.36641372095674757,-0.012857847994388877,-0.03278238038033828
2000-01-21,0.21260385293834008,-0.060132317397489116,-0.3901550595639699,-0.19160470616606243,-0.027639738240070644,-0.1314612113781407,0.16071728468056287,0.10185042973404346,0.35287382287384544,0.28346000119877585,-0.06693927457215428,-0.20982213704473918,-0.2618976347946575,0.008029628215498538,0.053223169214870525,0.31672400112196325,0.13239486524243876,0.025000231636936227,0.18626072221359183,-0.06856721009927566,0.46960841918966284,-0.06861797067803199,-0.005919434296536161
2000-01-24,-0.09375777432953374,0.03001211773807391,0.2725542896226053,0.17939061284349744,0.28267949060594333,-0.03150561045651829,0.2377606121073699,-0.14836260286562622,0.25949485594851,0.012387063432029617,0.2338045828149871,-0.19045782507242892,-0.00820562224860897,0.0,-0.36593878165323723,-0.026340039399964474,-0.475936059367027,0.17849269772737017,-0.10804205222277678,-0.15250436324419153,-0.3473144752639979,0.08566007953458366,-0.10013744657234137
2000-01-25,-0.24947309922958846,-0.08173765820968103,0.09554307301851782,0.31193588444102144,0.20966803934581624,-0.33182734356704524,-0.4868214852717028,0.14003053121293907,0.42576037043451576,0.09284935673127108,-0.15667818371461295,-0.3202812574180196,0.07812228050616705,0.03402212583813999,-0.12859392930928937,0.12384538680985453,0.025754891943816426,-0.19417947353363718,0.024851340888331335,0.05789215417316293,-0.08989624942766108,0.06399208810357573,-0.05749581585037206
2000-01-27,0.1721353655058062,-0.08124427346806493,-0.2580773528877447,0.21115933271908496,-0.024436108053338065,-0.01024454469235155,0.27173685979896917,-0.1319799577332983,0.2903514554369069,0.06485829763779832,0.050695569770129525,0.03076013102592726,-0.258531033070629,-0.03578971741001505,-0.27541703888064656,-0.008766826144513061,-0.5985664856563577,0.25231557872241817,-0.2559927700885174,-0.06635756934263583,-0.17784169509046838,0.03206366463856001,0.0010676918775745566
2000-01-28,-0.027485619407643866,0.10574974586686474,0.00224138962481109,0.07689875366848638,0.2514581580534385,0.02837253049167282,-0.2817578868004125,0.15271259564067932,0.07669482423089478,0.17279784010629634,0.12316727144767756,-0.00158206238344237,0.24431294498897427,-0.0021113115406086952,0.42685209559831305,0.1882236147414636,0.1855967501646172,-0.3117693420644863,0.1490638754032826,0.49548370511184064,0.2743984518424106,0.06815736698812404,-0.08859968072198944
2000-01-31,-0.38602755712486736,-0.15698373272144925,-0.07237373742441147,0.2147370239784884,0.08232269693225722,-0.2783466400461162,-0.4404996432615384,0.13671480256943694,0.07006306414835128,-0.18963673566794226,-0.1138905866824614,-0.3059071261014085,-0.11848481885608655,0.016099044560533713,-0.09748109557298089,0.2186261833290236,0.4163373259259281,-0.04271275304646643,0.08759510234935813,0.19654048799885343,-0.10531828374349318,0.14816858208108724,-0.0669110399295651
2000-02-01,0.028674144535129686,0.009395202856583093,-0.32861429073095044,0.035527034160196896,0.06647664269073303,0.21785762207558926,0.1841552284173544,0.07253053019942926,-0.03318001255792828,-0.02522083740363166,0.021205938401302738,0.252216171220403,-0.2256891120983683,0.0,-0.43918112806940673,0.1105524645186881,0.031530854320156454,0.20730194106040226,-0.1670059377687007,-0.5425220444646376,-0.3212212747280546,0.08358385389734271,-0.024271375917715887
2000-02-02,0.3744899065635813,-0.04212998703805548,0.02967904369292727,-0.06956309013629676,0.17245226156573867,0.07538367959339964,0.42698939931263086,-0.08972376101006421,0.24409990194653147,-0.18141963197730268,-0.08497959940189621,0.13845219941664874,0.053858636695884365,0.013843401022150625,0.47375073660175887,0.12300936667812053,-0.24159787612316638,0.31627212953911626,0.3025420014541106,0.11799640414647442,0.0007433686868510322,-0.03010673072578117,0.012589728132700576
2000-02-03,0.09467554337697713,0.12238465758852356,0.2602520623090952,0.4459666986355253,0.03915843661799203,0.02650191358954132,0.08237842888632903,0.12160249200838961,0.299071150026627,-0.03758279381429428,-0.044391991049676664,-0.05199199711052759,0.028726802564478304,-0.013935617972119617,0.2616834090746725,0.12293915915335266,0.24265440745852682,-0.36055448579117677,0.4562146448701698,0.13184085519947875,0.2792299958691389,-0.018816471207251984,0.11301560344326696
2000-02-04,0.016244649632599657,0.10729291289810276,0.09328564912027192,0.25882987300685023,0.03608627477016894,0.08293427330795428,0.47190591374667096,0.148709508266179,0.32964787391398126,0.12852812369514516,0.022302087798113476,0.013006767643461007,0.04786225439320352,0.003221810984323151,0.35666578966702994,0.11267400256700819,0.09858671957890025,0.24446002474140383,0.47850873239915154,0.15843930594353425,-0.13633172470124852,-0.13255727615567392,0.17823276340742228
2000-02-07,0.2046068536737988,0.7077804592893974,-0.044244544786788555,0.08792693840519583,0.022786263262611666,-0.03851851723406322,0.0699465255808332,-0.010455313722507293,0.1892097707131397,0.4770475802603877,0.071420795485449,-0.0400032307567581,-0.19564711904611926,-0.0020391394776980852,0.10912493070465831,0.07076144491524528,0.10707935096644652,0.2503449281566237,0.1820647387175461,0.04832086684910278,0.03783094040947581,0.04193083686681845,-0.04904777535978701
2000-02-08,0.18535618016796934,-0.3150304348755495,0.35020417755172467,-0.12580348053816923,0.029682710890613688,-0.056614429008126556,0.21218652936793234,0.10700618130210617,0.3513304123798644,-0.6079245307606471,-0.16558274746607324,-0.06136840183932284,-0.12453926547349821,0.00799118196388606,-0.23107227404633301,0.09168404371863027,0.13817984205368666,-0.14893119428067716,-0.13334922740548283,0.06276559829654428,-0.033662912835923826,0.038931694021327276,-0.012723369875777985
2000-02-09,0.14538981765105902,-0.08263792481281838,0.2241957540377572,0.4585333304367146,0.022936359119412473,0.07490512781867555,0.21985950714925587,-0.034491371179052106,0.6463106141246532,0.10212357185674957,-0.09600543623443974,0.0426855517203522,0.2455799344411252,0.004124311300319121,0.3123097470286085,0.07047021207566412,-0.10998907976490478,-0.13582973494057649,0.13628987396711306,0.04836252488206462,-0.026154385605220293,-0.03607116987600802,0.019735106941298423
2000-02-10,0.13421596322760232,0.24067303311334567,0.07228682498510071,0.6565213850851709,0.02678936780959788,-0.20175555397098408,-0.15273402681993922,0.07356161270536865,0.18875948291491954,0.1773596826826967,0.004907746555787693,-0.24815939247423885,0.04955469450287819,-0.019308882885332928,0.11043411565451357,0.08187632492801877,0.16235736833219572,0.28167401425339056,-0.04354605852896448,0.3830984591937082,-0.08659334974972101,-0.05452508379537055,0.048999397406906384
2000-02-11,0.3625650759621026,0.4532462066346663,0.34306098710338834,-0.30594729042641383,0.06750781657708176,-0.0572306519041971,0.3884593317651605,-0.2060923207901095,-0.23933691709608135,0.0,0.029298363832559716,-0.07196680322569451,-0.07806526911085877,0.012728576311103624,0.14550990517671536,0.10691717794436517,-0.14004055164322313,0.3176967701591063,-0.14149883936745072,0.02116063850771859,-0.012559648309848358,0.060107165913544654,-0.06040868495738602
2000-02-14,-0.08872097140632154,-0.21679091186380758,0.3382005908481139,0.22234428657718974,0.09563435347528666,-0.21982385886605177,-0.27235775316321154,-0.05277326963697818,0.44028746418771963,-0.19959199396525024,0.0838617397265414,-0.27798223903016533,-0.18660499061576044,0.0,-0.1717209022401663,0.10378908379875247,-0.1817188240405214,0.00460323023798623,0.17347916734383556,0.43034002306404173,0.058565177459022774,0.0078059963067657005,0.04451469854454897
2000-02-15,-0.3377576998520344,-0.11645055453671797,-0.0218962963083071,-0.24548005604466505,-0.21802165761548997,0.014636348518067053,0.0738164071021622,-0.05492883642251816,0.15597243720531673,-0.2100295839120888,0.04295635293294523,0.1274532775315409,-0.2828059894543908,0.00644891112218464,0.06135681564228326,0.10678947091271834,-0.6240286594506221,0.3864483703647399,-0.041755089342442195,-0.1545973226891553,0.007792987331048494,0.07144866172170183,-0.06421013949345833
2000-02-16,0.044218654903024845,-0.1953565556290785,-0.18001859769039583,0.18216483690520935,-0.012106494991852193,0.08425241471435779,0.004423973211011229,-0.0849297427340718,0.719830657531052,-0.016708161813008722,-0.03558792261936913,0.1659795255539891,-0.09198987589623464,0.002020468397306127,-0.2864155244306645,-0.0172007408692902,-0.3013142641166693,-0.05530539644087849,-0.246794326404011,-0.25653876308965945,-0.1449052871604731,-0.002522498455535503,0.01388166627839432
2000-02-17,0.17456743923424037,0.028516946966334392,-0.12899571089245912,0.26466302919472623,0.10329612736316707,-0.09321839079966725,0.014995724620757399,0.11509739067820704,0.8260101791242913,0.07327421691983531,-0.07511702747991865,-0.1408731190753006,0.2281650177261498,-0.008841990846487588,0.1227092211272412,0.12942230107685154,-0.0021906467034126485,-0.003205442290404666,-0.07331883596690848,0.20508807080842814,0.0567787226481615,-0.0377359767430785,0.0
