Date,nifty,gold,sensex,platinum,taiwan_50,nyse,nasdaq,nikkie,palladium,silver,jpy_index,djia,ftse_100,usdinr,dax,shanghai,kospi,crude,cac_40,hang_seng,straits_times_index,dollar_index,euro_index,label
2000-01-05,-0.14384855319240142,-0.026982269645946893,0.11847964364786076,-0.02643611490449594,-0.10191297809917851,-0.1774266392943863,-0.30519940645246785,-0.0014887378735028197,-0.12218652982219237,0.12333651987485945,-0.09183732274302929,-0.17397409951579618,0.24641007065386664,-0.0012654874442428123,-0.13333230945312322,-0.10335258815413771,0.6848666674078097,-0.3559919939506617,-0.2278268976892411,-0.09389051884468047,-0.11230135691586463,0.010417100695977738,0.03991609740722075,1
2000-01-06,0.10106312690345504,-0.0169499616216836,-0.1805509055314977,-0.21101395854460658,0.07884177562703079,0.026307773196187417,-0.045790888763395515,-0.17920335633910583,-0.06361716234396729,-0.14314282008025164,-0.0789768165422441,0.08394977127611937,-0.14427771529938838,0.00511265122754893,-0.095331341056666,0.01741177708564025,-0.5080610742834168,-0.18531209584377056,-0.25084265864134975,-0.5312951335827211,-0.40677850724649156,-0.0022103395059047807,0.00790438071587351,0
2000-01-07,-0.029958037953672682,-0.025880117676641973,0.13575507313490573,-0.22152621867727382,0.09189157232684181,0.11739987757721301,-0.43715603066837105,-0.22747999569210056,-0.0720279123608885,-0.22235984999808425,-0.14404055330380533,0.1323271632958083,-0.15294464307847858,-0.002594336063313836,-0.04705808420593215,0.4337857693316051,-0.29159715537978725,-0.0588146712836158,-0.06085611611382423,-0.49320069340888245,-0.149979257572919,0.03031325843734063,-0.018042498873785028,1
2000-01-10,0.12990450667160852,0.01888348332119682,-0.013868964891400819,0.05413904253711656,-0.09151979583552373,0.25272164301327116,0.4449433493457324,0.01475803360960986,0.21071069576471976,0.05779581161887557,0.04678134174378115,0.25523090103199714,0.0952857897191297,-0.0024557659175247154,0.5041045106159848,0.38364926845423747,-0.13476186403992244,-0.2410257938940566,0.17514371792370625,0.17764860123700177,0.2117065790313679,0.015894771057841067,0.013539282168534455,0
2000-01-11,-0.3777638785117109,-0.007214297685652211,0.19583828692212762,0.06442313179517443,0.2966394085055214,0.06877567752333613,0.4390546723488804,0.18439760266065053,0.18505794957121638,-0.00982158236415364,0.030548462579779247,0.04392666188075982,0.16142784058802587,0.0,0.21754743524190884,0.19183293710727875,0.41511246835667964,0.18959871322708766,0.19620415703860752,0.2931769367110016,0.11722822956828165,0.019234906493130425,-0.03200435950812375,1
2000-01-12,0.3510272854189455,0.06346772827346996,-0.42476278036512793,-0.013242546891217118,-0.2035704286994612,-0.09873018775530605,-0.3348464769704963,0.18733134825588546,-0.05954970721178279,0.010167928586030871,-0.1434220977063844,-0.05572564708504316,-0.14183796429321033,0.007292245420751112,-0.052226576390469896,-0.44625500058724693,-0.06318217590990328,0.47060157517349105,-0.06022894732763563,0.009256881363496597,-0.10399573926636012,-0.04493863991572374,0.04874806755396818,0
2000-01-13,-0.030351629742386328,-0.035700266405850646,0.5337553868493398,0.16035134734251885,0.35358580429463377,-0.016978910403023663,-0.2632583096507879,-0.1334965178941232,0.09198453154237039,-0.14518468302567225,0.017554936638697016,0.05040181472454085,0.030927405619475757,0.0,0.04537887866314351,-0.40932318586045974,-0.38902169178052887,0.28705080329121907,-0.08112747976244492,-0.13524166208990332,0.10750322326882393,0.008654241191463068,-0.03962452276869602,1
2000-01-14,0.018784327777116232,0.11133219149322231,-0.19055289029472294,0.14016322922565677,-0.0924171865157221,0.23409034789097252,0.6281210433168595,0.18827719027266,-0.2618983642340497,0.043866757488161996,0.02647024893028872,0.06113262604200857,-0.004489480068119999,0.0,0.14088977849078482,-0.21305263101227687,-0.09354903777929154,0.35197397580769807,0.2050566174843601,-0.11514210107852678,-0.3089179188253268,0.08520230454125768,-0.08441222082347812,0
2000-01-17,-0.10586578434678995,-0.010808493065845266,0.0748470209462856,0.2092894239552336,-0.14202626730603982,0.07601589569759847,0.4168410786906243,0.10083895571215205,-0.2068121726893815,-0.008970021462462598,0.1340544473174831,0.18703338386426563,0.29887944880057765,0.0,0.48118694870177653,-0.16862979980269288,-0.04892557776497942,0.25977437577412904,0.4217532998129572,-0.090470073572978,-0.011518693110775465,0.1098356925055288,-0.12709565719530386,0
2000-01-18,-0.04409214453724041,0.1196183518170467,-0.17811624339705565,0.09363989605013615,0.4695969209033326,-0.0652747269585521,0.11871146112550834,0.367721609955372,-0.0378165279081169,0.02111915003057815,0.15725107157913387,-0.10038577131740178,0.02461183575199534,0.023363110352200855,0.17321588146453248,0.2519817328700762,0.539058899324495,0.17633011779399352,0.13866761764245378,0.03023116739459648,-0.306034493916541,0.04704678919513355,-0.011767770912359385,1
