Date,Price,Open,High,Low,Change %
"Jan 25, 2018",78.7365,78.9795,79.6945,78.5265,-0.32
"Jan 24, 2018",78.989,78.418,79.059,78.364,0.73
"Jan 23, 2018",78.418,78.348,78.488,78.022,0.1
"Jan 22, 2018",78.342,78.307,78.367,78.016,0.43
"Jan 19, 2018",78.01,78.155,78.385,77.997,-0.2
"Jan 18, 2018",78.167,77.853,78.332,77.719,0.41
"Jan 17, 2018",77.8505,78.4755,78.8855,77.7865,-0.82
"Jan 16, 2018",78.492,77.904,78.633,77.796,0.77
"Jan 15, 2018",77.8885,77.5855,78.0915,77.2975,0.47
"Jan 12, 2018",77.5215,76.6375,77.5525,76.5085,1.16
"Jan 11, 2018",76.6315,76.0125,76.8105,75.9965,0.81
"Jan 10, 2018",76.0185,76.0155,76.4405,75.9515,0.02
"Jan 09, 2018",76.003,75.961,76.059,75.866,0.06
"Jan 08, 2018",75.9605,76.1855,76.3435,75.8905,-0.31
"Jan 05, 2018",76.198,76.517,76.606,76.171,-0.41
"Jan 04, 2018",76.511,76.288,76.673,76.145,0.27
"Jan 03, 2018",76.3015,76.5135,76.6045,76.2125,-0.29
"Jan 02, 2018",76.5265,76.5045,76.7515,76.3285,0.06
"Jan 01, 2018",76.4795,76.6205,76.6635,76.3615,-0.15
"Dec 29, 2017",76.595,76.531,76.8,76.317,0.08
"Dec 28, 2017",76.531,76.226,76.646,76.226,0.4
"Dec 27, 2017",76.226,75.957,76.428,75.932,0.36
"Dec 26, 2017",75.954,75.976,76.129,75.918,-0.04
"Dec 25, 2017",75.9855,75.8445,76.0685,75.8125,0.09
"Dec 22, 2017",75.9185,76.0205,76.0395,75.6495,-0.13
"Dec 21, 2017",76.014,76.107,76.2,75.866,-0.13
"Dec 20, 2017",76.114,75.831,76.306,75.761,0.35
"Dec 19, 2017",75.847,75.653,75.892,75.499,0.26
"Dec 18, 2017",75.649,75.316,76.145,75.208,0.44
"Dec 15, 2017",75.3195,75.7795,75.8765,75.2765,-0.61
"Dec 14, 2017",75.7795,76.2305,76.3685,75.7465,-0.6
"Dec 13, 2017",76.2335,75.6335,76.2725,75.5885,0.8
"Dec 12, 2017",75.6305,75.7455,76.0415,75.4665,-0.14
"Dec 11, 2017",75.7395,75.8805,76.0875,75.7065,-0.16
"Dec 08, 2017",75.8575,76.0085,76.0465,75.6025,-0.21
"Dec 07, 2017",76.0185,76.1195,76.3075,76.0115,-0.13
"Dec 06, 2017",76.1195,76.1115,76.3685,76.0195,0.01
"Dec 05, 2017",76.112,76.394,76.477,75.959,-0.37
"Dec 04, 2017",76.3935,76.6625,76.7135,76.1735,-0.43
"Dec 01, 2017",76.721,76.769,77.014,76.445,-0.06
"Nov 30, 2017",76.769,76.248,76.932,76.248,0.68
"Nov 29, 2017",76.2505,76.2585,76.4665,76.0045,-0.03
"Nov 28, 2017",76.2715,76.7175,76.9285,76.1745,-0.58
"Nov 27, 2017",76.715,77.177,77.33,76.703,-0.59
"Nov 24, 2017",77.1665,76.5065,77.2575,76.4165,0.84
"Nov 23, 2017",76.5255,76.7035,76.8285,76.4655,-0.23
"Nov 22, 2017",76.701,76.156,76.747,75.987,0.72
"Nov 21, 2017",76.156,76.381,76.466,76.041,-0.29
"Nov 20, 2017",76.3785,76.6495,76.7735,76.2015,-0.4
"Nov 17, 2017",76.685,76.859,77.198,76.296,-0.22
"Nov 16, 2017",76.8525,76.9545,77.0735,76.7045,-0.14
"Nov 15, 2017",76.9635,77.1675,77.3965,76.9435,-0.27
"Nov 14, 2017",77.171,76.356,77.242,76.213,1.08
"Nov 13, 2017",76.3455,76.0245,76.4455,75.8875,0.4
"Nov 10, 2017",76.044,75.65,76.142,75.623,0.53
"Nov 09, 2017",75.641,75.265,75.726,75.172,0.48
"Nov 08, 2017",75.278,75.376,75.586,75.181,-0.14
"Nov 07, 2017",75.3815,75.0325,75.4275,74.9805,0.47
"Nov 06, 2017",75.0295,74.9425,75.1965,74.8555,0.11
"Nov 03, 2017",74.9475,75.3005,75.4765,74.8945,-0.44
"Nov 02, 2017",75.2815,75.0175,75.4815,74.9795,0.35
"Nov 01, 2017",75.018,75.402,75.473,74.967,-0.52
"Oct 31, 2017",75.4075,75.5685,75.5945,75.2605,-0.21
"Oct 30, 2017",75.5685,75.4655,75.6265,75.3045,0.08
"Oct 27, 2017",75.5115,75.5325,75.7625,75.2835,-0.04
"Oct 26, 2017",75.542,76.692,76.835,75.471,-1.5
"Oct 25, 2017",76.696,76.54,76.734,76.375,0.19
"Oct 24, 2017",76.5525,76.4005,76.7665,76.2775,0.21
"Oct 23, 2017",76.395,76.566,76.647,76.239,-0.34
"Oct 20, 2017",76.653,77.035,77.074,76.497,-0.49
"Oct 19, 2017",77.032,76.675,77.09,76.586,0.45
"Oct 18, 2017",76.684,76.523,76.818,76.377,0.22
"Oct 17, 2017",76.514,76.333,76.579,76.184,0.25
"Oct 16, 2017",76.3235,76.5105,76.5175,76.2525,-0.22
"Oct 13, 2017",76.4945,76.9605,77.1035,76.4105,-0.62
"Oct 12, 2017",76.969,77.283,77.4,76.937,-0.39
"Oct 11, 2017",77.273,77.053,77.352,76.96,0.31
"Oct 10, 2017",77.0375,76.7175,77.1615,76.7105,0.4
"Oct 09, 2017",76.73,76.699,76.845,76.555,-0.01
"Oct 06, 2017",76.7405,76.2905,76.7735,76.2125,0.59
"Oct 05, 2017",76.2915,76.4685,76.7055,76.2065,-0.24
"Oct 04, 2017",76.4785,76.9085,77.1505,76.3875,-0.56
"Oct 03, 2017",76.906,76.622,77.162,76.426,0.36
"Oct 02, 2017",76.628,77.183,77.183,76.609,-0.69
"Sep 29, 2017",77.157,77.164,77.288,76.919,-0.01
"Sep 28, 2017",77.163,77.188,77.367,77.045,-0.03
"Sep 27, 2017",77.1825,77.1905,77.4075,76.9915,-0.02
"Sep 26, 2017",77.197,77.163,77.547,76.968,0.04
"Sep 25, 2017",77.163,77.45,77.508,77.065,-0.33
"Sep 22, 2017",77.417,77.39,77.906,77.346,0.03
"Sep 21, 2017",77.396,76.476,77.48,76.296,1.22
"Sep 20, 2017",76.4635,77.1215,77.3815,76.2645,-0.85
"Sep 19, 2017",77.1215,76.7005,77.2115,76.6685,0.56
"Sep 18, 2017",76.6945,76.6045,76.7835,76.3065,0.17
"Sep 15, 2017",76.5665,76.4305,76.8485,76.3045,0.18
"Sep 14, 2017",76.4275,76.0605,76.4465,75.9015,0.45
"Sep 13, 2017",76.0855,76.6285,76.8015,75.9955,-0.7
"Sep 12, 2017",76.6225,76.4185,76.6735,76.3725,0.26
"Sep 11, 2017",76.4215,76.8035,76.8455,76.3895,-0.45
"Sep 08, 2017",76.765,76.972,77.401,76.644,-0.26
"Sep 07, 2017",76.965,76.341,77.209,76.286,0.82
"Sep 06, 2017",76.3405,76.3745,76.6915,76.2825,-0.04
"Sep 05, 2017",76.3745,76.1815,76.5745,76.1155,0.25
"Sep 04, 2017",76.182,75.921,76.417,75.889,0.34
"Sep 01, 2017",75.9275,76.1525,76.7085,75.8695,-0.29
"Aug 31, 2017",76.1465,76.0395,76.1945,75.5905,0.13
"Aug 30, 2017",76.0455,76.6515,76.7025,76.0265,-0.78
"Aug 29, 2017",76.642,76.542,77.257,76.395,0.12
"Aug 28, 2017",76.552,76.333,76.59,76.144,0.3
"Aug 25, 2017",76.3195,75.5605,76.4285,75.4055,1
"Aug 24, 2017",75.5665,75.6175,75.7075,75.4725,-0.07
"Aug 23, 2017",75.621,75.365,75.741,75.276,0.34
"Aug 22, 2017",75.362,75.746,75.817,75.266,-0.51
"Aug 21, 2017",75.746,75.337,75.835,75.125,0.47
"Aug 18, 2017",75.3885,75.2265,75.5065,75.1235,0.21
"Aug 17, 2017",75.233,75.521,75.656,74.835,-0.37
"Aug 16, 2017",75.509,75.239,75.593,74.987,0.35
"Aug 15, 2017",75.245,75.498,75.588,74.944,-0.34
"Aug 14, 2017",75.498,75.705,75.916,75.415,-0.42
"Aug 11, 2017",75.817,75.44,75.983,75.311,0.48
"Aug 10, 2017",75.4525,75.074,75.5425,74.814,0.48
"Aug 09, 2017",75.093,74.826,75.119,74.622,0.31
"Aug 08, 2017",74.8575,75.269,75.4795,74.597,-0.59
"Aug 07, 2017",75.3025,74.867,75.3805,74.861,0.46
"Aug 04, 2017",74.958,75.581,75.81,74.631,-0.87
"Aug 03, 2017",75.6175,75.427,75.7885,75.28,0.23
"Aug 02, 2017",75.4455,75.626,75.8535,75.233,-0.26
"Aug 01, 2017",75.642,75.977,76.018,75.465,-0.5
"Jul 31, 2017",76.0255,75.233,76.0575,75.121,0.9
"Jul 28, 2017",75.348,74.848,75.432,74.81,0.63
"Jul 27, 2017",74.8755,75.452,75.5995,74.675,-0.85
"Jul 26, 2017",75.514,75.009,75.591,74.757,0.7
"Jul 25, 2017",74.989,74.937,75.407,74.833,0.03
"Jul 24, 2017",74.9685,75.054,75.2675,74.847,-0.17
"Jul 21, 2017",75.0925,74.856,75.2275,74.777,0.3
"Jul 20, 2017",74.8715,73.958,75.0515,73.946,1.16
"Jul 19, 2017",74.01,74.24,74.305,73.947,-0.41
"Jul 18, 2017",74.314,73.832,74.557,73.775,0.62
"Jul 17, 2017",73.8585,73.787,73.9225,73.594,-0.04
"Jul 14, 2017",73.8875,73.466,73.9235,73.414,0.56
"Jul 13, 2017",73.4745,73.531,73.8455,73.273,-0.14
"Jul 12, 2017",73.5785,74.007,74.1735,73.431,-0.63
"Jul 11, 2017",74.043,73.454,74.11,73.375,0.74
"Jul 10, 2017",73.4985,73.579,73.7405,73.363,-0.24
"Jul 07, 2017",73.679,73.923,73.985,73.491,-0.35
"Jul 06, 2017",73.9355,73.555,73.9545,73.353,0.51
"Jul 05, 2017",73.561,73.481,73.655,73.29,0.07
"Jul 04, 2017",73.5075,73.658,73.8035,73.378,-0.25
"Jul 03, 2017",73.693,73.777,73.942,73.613,-0.19
"Jun 30, 2017",73.835,73.965,74.101,73.622,-0.19
"Jun 29, 2017",73.974,73.369,74.007,73.349,0.76
"Jun 28, 2017",73.4165,73.09,73.5595,72.877,0.42
"Jun 27, 2017",73.1085,72.026,73.1855,72.007,1.47
"Jun 26, 2017",72.048,72.211,72.312,71.979,-0.22
"Jun 23, 2017",72.207,72.018,72.361,71.921,0.22
"Jun 22, 2017",72.051,72.042,72.199,71.948,-0.02
"Jun 21, 2017",72.0675,71.847,72.0865,71.803,0.29
"Jun 20, 2017",71.862,71.871,72.036,71.744,-0.06
"Jun 19, 2017",71.9055,72.149,72.2795,71.826,-0.39
"Jun 16, 2017",72.185,71.923,72.254,71.872,0.32
"Jun 15, 2017",71.9575,72.028,72.2525,71.856,-0.14
"Jun 14, 2017",72.0585,72.096,72.5665,71.873,-0.1
"Jun 13, 2017",72.134,72.219,72.332,71.985,-0.14
"Jun 12, 2017",72.2365,71.904,72.4035,71.891,0.43
"Jun 09, 2017",71.9255,72.032,72.2145,71.724,-0.17
"Jun 08, 2017",72.05,72.493,72.588,71.909,-0.67
"Jun 07, 2017",72.5345,72.634,72.7205,72.046,-0.17
"Jun 06, 2017",72.661,72.395,72.712,72.36,0.33
"Jun 05, 2017",72.4225,72.624,72.6845,72.29,-0.34
"Jun 02, 2017",72.673,72.239,72.705,72.144,0.52
"Jun 01, 2017",72.3,72.504,72.668,72.143,-0.32
"May 31, 2017",72.532,72.265,72.603,72.029,0.32
"May 30, 2017",72.3005,72.028,72.4755,71.763,0.34
"May 29, 2017",72.0525,72.097,72.2495,71.968,-0.12
"May 26, 2017",72.1415,72.354,72.4995,71.964,-0.31
"May 25, 2017",72.3665,72.63,72.8235,72.27,-0.41
"May 24, 2017",72.6655,72.538,72.6855,72.301,0.12
"May 23, 2017",72.5755,72.443,73.0855,72.398,0.11
"May 22, 2017",72.493,72.307,72.756,72.071,0.19
"May 19, 2017",72.358,72.006,72.411,71.834,0.45
"May 18, 2017",72.036,71.539,72.305,71.487,0.67
"May 17, 2017",71.5595,70.958,71.5855,70.932,0.82
"May 16, 2017",70.978,70.284,71.074,70.258,0.95
"May 15, 2017",70.3115,70.174,70.4085,69.939,0.12
"May 12, 2017",70.224,69.928,70.263,69.798,0.39
"May 11, 2017",69.9535,70.196,70.2285,69.775,-0.38
"May 10, 2017",70.2235,70.309,70.5165,70.043,-0.16
"May 09, 2017",70.333,70.272,70.567,70.227,0.04
"May 08, 2017",70.307,70.704,70.906,70.2,-0.6
"May 05, 2017",70.7305,70.543,70.7815,70.434,0.27
"May 04, 2017",70.537,69.821,70.579,69.789,0.99
"May 03, 2017",69.847,70.103,70.193,69.795,-0.41
"May 02, 2017",70.1325,70.009,70.1745,69.85,0.14
"May 01, 2017",70.0315,70.086,70.2245,69.939,-0.04
"Apr 28, 2017",70.0565,69.709,70.4855,69.581,0.49
"Apr 27, 2017",69.7125,69.893,70.1135,69.559,-0.3
"Apr 26, 2017",69.924,70.269,70.406,69.559,-0.52
"Apr 25, 2017",70.287,70.076,70.448,69.79,0.29
"Apr 24, 2017",70.0845,70.569,70.6745,69.826,1.05
"Apr 21, 2017",69.3565,69.23,69.3875,69.029,0.14
"Apr 20, 2017",69.2565,69.217,69.6435,69.204,-0.01
"Apr 19, 2017",69.2625,69.318,69.3575,69.109,-0.09
"Apr 18, 2017",69.328,68.598,69.373,68.553,1.02
"Apr 17, 2017",68.629,68.405,68.898,68.251,0.3
"Apr 14, 2017",68.423,68.367,68.539,68.322,0.03
"Apr 13, 2017",68.402,68.967,69.086,68.352,-0.86
"Apr 12, 2017",68.9985,68.449,69.0695,68.378,0.81
"Apr 11, 2017",68.4445,68.41,68.6255,68.241,-0.02
"Apr 10, 2017",68.459,68.058,68.536,67.916,0.58
"Apr 07, 2017",68.062,68.749,68.926,68.011,-1.03
"Apr 06, 2017",68.7695,69.164,69.4645,68.693,-0.59
"Apr 05, 2017",69.1795,69.436,69.5835,68.97,-0.41
"Apr 04, 2017",69.4635,69.306,69.5015,69.078,0.19
"Apr 03, 2017",69.3295,69.117,69.4365,69.098,0.34
"Mar 31, 2017",69.0955,69.221,69.4255,69.059,-0.21
"Mar 30, 2017",69.238,69.805,69.935,69.188,-0.88
"Mar 29, 2017",69.851,70.287,70.445,69.674,-0.69
"Mar 28, 2017",70.3335,70.557,70.7395,70.196,-0.4
"Mar 27, 2017",70.614,70.606,70.989,70.537,-0.05
"Mar 24, 2017",70.6525,70.534,70.7965,70.396,0.1
"Mar 23, 2017",70.58,70.645,70.787,70.462,-0.13
"Mar 22, 2017",70.6715,70.587,70.8835,70.45,0.04
"Mar 21, 2017",70.644,70.134,70.709,70.003,0.67
"Mar 20, 2017",70.174,70.28,70.504,70.022,-0.19
"Mar 17, 2017",70.307,70.347,70.765,70.153,-0.12
"Mar 16, 2017",70.3935,70.423,70.5545,69.933,-0.08
"Mar 15, 2017",70.4505,69.708,70.5035,69.426,1.01
"Mar 14, 2017",69.7475,70.48,70.6115,69.675,-1.07
"Mar 13, 2017",70.5045,70.994,71.3045,70.454,-0.74
"Mar 10, 2017",71.0275,70.497,71.2265,70.464,0.69
"Mar 09, 2017",70.5385,70.353,70.8235,70.258,0.23
"Mar 08, 2017",70.377,70.385,70.531,70.313,-0.03
"Mar 07, 2017",70.3995,70.529,70.6725,70.333,-0.22
"Mar 06, 2017",70.552,70.848,71.056,70.447,-0.55
"Mar 03, 2017",70.9405,70.138,70.9605,70.091,1.1
"Mar 02, 2017",70.1675,70.489,70.5525,70.045,-0.51
"Mar 01, 2017",70.5255,70.522,70.6935,70.258,-0.07
"Feb 28, 2017",70.575,70.591,70.904,70.478,-0.06
"Feb 27, 2017",70.615,70.351,70.915,70.277,0.31
"Feb 24, 2017",70.3975,70.553,70.7635,70.311,-0.25
"Feb 23, 2017",70.5715,70.606,70.7245,70.378,-0.14
"Feb 22, 2017",70.6725,70.556,70.8635,70.264,0.13
"Feb 21, 2017",70.582,70.969,71.049,70.448,-0.6
"Feb 20, 2017",71.0095,71.177,71.3455,70.942,-0.27
"Feb 17, 2017",71.1985,71.573,71.7135,71.086,-0.56
"Feb 16, 2017",71.598,70.848,71.683,70.767,0.99
"Feb 15, 2017",70.8945,70.645,70.9605,70.399,0.28
"Feb 14, 2017",70.695,70.918,71.207,70.558,-0.4
"Feb 13, 2017",70.98,71.036,71.432,70.878,-0.22
"Feb 10, 2017",71.139,71.111,71.42,70.928,-0.01
"Feb 09, 2017",71.145,71.705,71.785,71.043,-0.82
"Feb 08, 2017",71.7365,71.908,72.0215,71.484,-0.3
"Feb 07, 2017",71.95,72.201,72.247,71.79,-0.39
"Feb 06, 2017",72.2345,72.415,72.5825,71.869,-0.3
"Feb 03, 2017",72.451,72.286,72.559,72.075,0.2
"Feb 02, 2017",72.308,72.571,72.936,72.259,-0.4
"Feb 01, 2017",72.599,72.869,73.092,72.309,-0.42
"Jan 31, 2017",72.9025,72.512,73.0125,72.424,0.5
"Jan 30, 2017",72.5395,72.789,73.1405,72.13,-0.45
"Jan 27, 2017",72.8655,72.808,73.0025,72.642,0.05
"Jan 26, 2017",72.832,73.035,73.238,72.619,-0.33
"Jan 25, 2017",73.073,73.101,73.321,72.947,-0.06
"Jan 24, 2017",73.1185,73.225,73.3655,73.019,-0.19
"Jan 23, 2017",73.256,72.727,73.34,72.72,0.54
"Jan 20, 2017",72.861,72.606,72.956,72.385,0.33
"Jan 19, 2017",72.622,72.497,72.749,72.094,0.14
"Jan 18, 2017",72.5215,72.683,72.8725,72.469,-0.25
"Jan 17, 2017",72.7035,72.164,72.8425,72.133,0.68
"Jan 16, 2017",72.209,72.356,72.523,72.043,-0.5
"Jan 13, 2017",72.571,72.3,72.765,72.213,0.35
"Jan 12, 2017",72.3145,72.216,72.6865,72.112,0.03
"Jan 11, 2017",72.291,72.102,72.489,71.52,0.24
"Jan 10, 2017",72.1195,71.978,72.3575,71.971,0.15
"Jan 09, 2017",72.0095,71.802,72.1055,71.613,0.37
"Jan 06, 2017",71.7455,71.817,72.2415,71.642,-0.15
"Jan 05, 2017",71.8545,71.181,71.9615,71.128,0.91
"Jan 04, 2017",71.205,71.003,71.273,70.892,0.24
"Jan 03, 2017",71.0315,71.226,71.4445,70.719,-0.34
"Jan 02, 2017",71.2765,71.539,71.6135,71.175,-0.26
"Dec 30, 2016",71.461,71.247,72.384,71.184,0.26
"Dec 29, 2016",71.2745,71.033,71.3895,70.97,0.32
"Dec 28, 2016",71.0505,71.06,71.5225,70.734,-0.05
"Dec 27, 2016",71.084,70.805,71.172,70.683,0.33
"Dec 26, 2016",70.85,70.89,71.042,70.657,-0.12
"Dec 23, 2016",70.9335,70.795,71.0295,70.663,0.18
"Dec 22, 2016",70.8055,70.682,71.3205,70.668,0.13
"Dec 21, 2016",70.7165,70.528,70.9035,70.472,0.23
"Dec 20, 2016",70.5515,70.567,70.7375,70.384,-0.03
"Dec 19, 2016",70.574,70.844,71.03,70.474,-0.48
"Dec 16, 2016",70.9155,70.662,71.0635,70.508,0.35
"Dec 15, 2016",70.666,71.052,71.301,70.354,-0.6
"Dec 14, 2016",71.0955,71.613,72.0465,70.782,-0.76
"Dec 13, 2016",71.637,71.688,72.009,71.517,-0.1
"Dec 12, 2016",71.709,71.173,71.779,70.99,0.63
"Dec 09, 2016",71.262,71.689,71.844,71.088,-0.62
"Dec 08, 2016",71.703,72.485,73.218,71.424,-1.12
"Dec 07, 2016",72.5155,72.595,72.9495,72.451,-0.12
"Dec 06, 2016",72.6055,73.203,73.3755,72.434,-0.84
"Dec 05, 2016",73.222,72.607,73.445,71.432,0.85
"Dec 02, 2016",72.6055,72.728,73.1055,72.421,-0.2
"Dec 01, 2016",72.7525,72.601,72.7855,72.369,0.17
"Nov 30, 2016",72.6315,73.044,73.2025,72.336,-0.6
"Nov 29, 2016",73.0685,72.766,73.1155,72.589,0.38
"Nov 28, 2016",72.794,72.584,73.354,72.458,0.35
"Nov 25, 2016",72.5405,72.539,72.8265,72.155,-0.04
"Nov 24, 2016",72.57,72.556,72.78,72.243,-0.04
"Nov 23, 2016",72.6015,72.66,72.9985,72.433,-0.11
"Nov 22, 2016",72.6835,72.481,72.7445,72.293,0.22
"Nov 21, 2016",72.5225,72.131,72.6085,72.096,0.45
"Nov 18, 2016",72.2,72.246,72.477,71.893,-0.11
"Nov 17, 2016",72.282,72.68,72.899,72.16,-0.57
"Nov 16, 2016",72.6975,72.655,72.9445,72.517,0.03
"Nov 15, 2016",72.676,72.75,73.222,72.569,-0.14
"Nov 14, 2016",72.781,73.25,73.294,72.56,-0.77
"Nov 11, 2016",73.3485,72.812,73.6905,72.685,0.7
"Nov 10, 2016",72.8365,72.521,72.9435,72.411,0.37
"Nov 09, 2016",72.5645,73.011,75.6305,72.452,-0.65
"Nov 08, 2016",73.0425,73.669,73.8455,72.921,-0.88
"Nov 07, 2016",73.69,74.359,74.4,73.566,-0.98
"Nov 04, 2016",74.4165,74.004,74.4435,73.937,0.51
"Nov 03, 2016",74.0385,74.067,74.2575,73.751,-0.07
"Nov 02, 2016",74.0885,73.707,74.2155,73.671,0.48
"Nov 01, 2016",73.735,73.203,73.87,73.056,0.69
"Oct 31, 2016",73.2275,73.341,73.4175,72.986,-0.19
"Oct 28, 2016",73.369,72.856,73.451,72.809,0.67
"Oct 27, 2016",72.88,72.91,73.226,72.752,-0.08
"Oct 26, 2016",72.9405,72.721,73.1565,72.597,0.28
"Oct 25, 2016",72.7385,72.703,72.8775,72.486,0
"Oct 24, 2016",72.737,72.802,72.893,72.59,-0.14
"Oct 21, 2016",72.8415,73.014,73.0815,72.666,-0.28
"Oct 20, 2016",73.045,73.113,73.758,72.891,-0.13
"Oct 19, 2016",73.137,73.255,73.403,72.976,-0.19
"Oct 18, 2016",73.2755,73.443,73.6565,73.139,-0.26
"Oct 17, 2016",73.4645,73.191,73.5835,73.123,0.37
"Oct 14, 2016",73.1955,73.837,73.8875,73.093,-0.89
"Oct 13, 2016",73.8515,73.509,73.8995,73.472,0.41
"Oct 12, 2016",73.5505,73.848,73.9805,73.485,-0.44
"Oct 11, 2016",73.8785,74.028,74.2085,73.697,-0.24
"Oct 10, 2016",74.059,74.549,74.607,73.956,-0.73
"Oct 07, 2016",74.6005,74.343,74.6405,74.069,0.31
"Oct 06, 2016",74.3705,74.57,74.7205,74.267,-0.3
"Oct 05, 2016",74.5975,74.604,74.8295,74.442,-0.05
"Oct 04, 2016",74.6355,74.58,74.7205,74.024,0.04
"Oct 03, 2016",74.6045,74.751,74.8565,74.479,-0.28
"Sep 30, 2016",74.8155,74.966,75.0285,74.279,-0.22
"Sep 29, 2016",74.9835,74.399,75.1455,74.335,0.76
"Sep 28, 2016",74.4165,74.448,74.7085,74.293,-0.11
"Sep 27, 2016",74.4955,74.948,75.0445,74.384,-0.63
"Sep 26, 2016",74.966,74.854,75.104,74.79,0.11
"Sep 23, 2016",74.885,74.658,74.994,74.562,0.28
"Sep 22, 2016",74.6795,74.688,75.1175,74.56,0
"Sep 21, 2016",74.6795,74.691,74.9895,74.499,-0.05
"Sep 20, 2016",74.715,74.832,75.111,74.638,-0.18
"Sep 19, 2016",74.8465,74.845,74.9735,74.614,0.01
"Sep 16, 2016",74.839,75.146,75.284,74.768,-0.45
"Sep 15, 2016",75.174,75.109,75.468,75.03,0.04
"Sep 14, 2016",75.147,75.287,75.353,74.919,-0.24
"Sep 13, 2016",75.3315,74.956,75.5175,74.885,0.48
"Sep 12, 2016",74.9735,75.095,75.3515,74.884,-0.22
"Sep 09, 2016",75.1395,75.001,75.2805,74.751,0.14
"Sep 08, 2016",75.0325,74.69,75.2725,74.649,0.4
"Sep 07, 2016",74.7345,74.562,74.7835,74.417,0.18
"Sep 06, 2016",74.6015,74.018,74.6825,73.972,0.69
"Sep 05, 2016",74.0875,74.423,74.5925,74.005,-0.58
"Sep 02, 2016",74.5165,74.779,75.1185,74.236,-0.38
"Sep 01, 2016",74.797,74.704,74.969,74.505,0.08
"Aug 31, 2016",74.7355,74.801,74.9085,74.472,-0.11
"Aug 30, 2016",74.819,75.068,75.162,74.687,-0.36
"Aug 29, 2016",75.093,75.121,75.335,74.94,-0.12
"Aug 26, 2016",75.1795,75.59,75.9605,75,-0.57
"Aug 25, 2016",75.614,75.585,75.773,75.508,-0.05
"Aug 24, 2016",75.654,75.857,76.034,75.422,-0.3
"Aug 23, 2016",75.878,76.019,76.175,75.811,-0.24
"Aug 22, 2016",76.063,75.836,76.28,75.653,0.03
"Aug 19, 2016",76.0395,75.841,76.1105,75.701,0.21
"Aug 18, 2016",75.8785,75.517,75.9655,75.425,0.49
"Aug 17, 2016",75.512,75.392,75.72,75.231,0.12
