Date,Price,Open,High,Low,Vol.,Change %
"Jun 19, 2012","5,103.85","5,050.8","5,113.6","5,048.1",149.42M,0.78
"Jun 18, 2012","5,064.25","5,174","5,190.2","5,041.7",153.46M,-1.46
"Jun 15, 2012","5,139.05","5,069.55","5,146.2","5,069.15",155.44M,1.67
"Jun 14, 2012","5,054.75","5,105.1","5,130","5,047.6",118.35M,-1.3
"Jun 13, 2012","5,121.45","5,117.55","5,144.9","5,095.45",125.67M,0.11
"Jun 12, 2012","5,115.9","5,015.5","5,128.9","5,015.15",135.48M,1.22
"Jun 11, 2012","5,054.1","5,096.7","5,124.45","5,040.7",125.62M,-0.28
"Jun 08, 2012","5,068.35","5,044.25","5,084.45","4,994.8",138.39M,0.37
"Jun 07, 2012","5,049.65","5,035.35","5,059.65","5,007.75",150.56M,1.05
"Jun 06, 2012","4,997.1","4,886.65","5,010.45","4,886.15",185.34M,2.75
"Jun 05, 2012","4,863.3","4,869.45","4,898.95","4,847.7",141.48M,0.31
"Jun 04, 2012","4,848.15","4,797.3","4,858.3","4,770.35",152.34M,0.14
"Jun 01, 2012","4,841.6","4,910.85","4,925","4,831.75",138.77M,-1.68
"May 31, 2012","4,924.25","4,896.1","4,949.25","4,883.55",296.91M,-0.54
"May 30, 2012","4,950.75","4,964.25","4,982.25","4,944.9",146.00M,-0.79
"May 29, 2012","4,990.1","5,005.35","5,020.15","4,982.15",124.22M,0.09
"May 28, 2012","4,985.65","4,931.7","4,994.95","4,931.3",97.26M,1.33
"May 25, 2012","4,920.4","4,905.95","4,935.8","4,889.35",118.19M,-0.02
"May 24, 2012","4,921.4","4,863.4","4,931.9","4,830.15",140.48M,1.77
"May 23, 2012","4,835.65","4,843","4,853.75","4,803.95",136.11M,-0.51
"May 22, 2012","4,860.5","4,954.7","4,956.35","4,849.9",130.81M,-0.93
"May 21, 2012","4,906.05","4,888.5","4,937.5","4,888.5",116.51M,0.3
"May 18, 2012","4,891.45","4,796.4","4,908.5","4,788.95",154.51M,0.44
"May 17, 2012","4,870.2","4,878.6","4,922.25","4,850.2",155.65M,0.25
"May 16, 2012","4,858.25","4,875.3","4,882.25","4,837.05",165.05M,-1.71
"May 15, 2012","4,942.8","4,869.85","4,955.2","4,868.55",142.12M,0.71
"May 14, 2012","4,907.8","4,934.35","4,957.2","4,874.5",126.95M,-0.43
"May 11, 2012","4,928.9","4,938.85","4,976.25","4,906.15",138.53M,-0.74
"May 10, 2012","4,965.7","4,984.15","5,039.3","4,950.3",141.03M,-0.18
"May 09, 2012","4,974.8","4,967.9","5,016.25","4,956.45",180.44M,-0.5
"May 08, 2012","4,999.95","5,114.7","5,119.95","4,983.6",164.26M,-2.23
"May 07, 2012","5,114.15","5,017.8","5,124.75","4,988",168.27M,0.54
"May 04, 2012","5,086.85","5,166.65","5,177.2","5,070.6",153.30M,-1.96
"May 03, 2012","5,188.4","5,211.2","5,217.3","5,180.65",118.57M,-0.97
"May 02, 2012","5,239.15","5,254.3","5,279.6","5,226.45",119.33M,-0.17
"Apr 30, 2012","5,248.15","5,201.45","5,262.15","5,201.45",108.14M,1.11
"Apr 27, 2012","5,190.6","5,189","5,223.05","5,154.3",128.76M,0.03
"Apr 26, 2012","5,189","5,214.75","5,215.6","5,179.05",185.90M,-0.25
"Apr 25, 2012","5,202","5,222.2","5,236.1","5,160.65",142.91M,-0.4
"Apr 24, 2012","5,222.65","5,215.9","5,232.35","5,180.35",155.68M,0.42
"Apr 23, 2012","5,200.6","5,277.4","5,310.55","5,187.15",138.04M,-1.71
"Apr 20, 2012","5,290.85","5,313.95","5,336.15","5,245.45",135.25M,-0.78
"Apr 19, 2012","5,332.4","5,320.6","5,342.45","5,291.3",133.55M,0.61
"Apr 18, 2012","5,300","5,320.7","5,342","5,293.45",152.74M,0.19
"Apr 17, 2012","5,289.7","5,266.6","5,298.2","5,208.35",178.90M,1.22
"Apr 16, 2012","5,226.2","5,190.6","5,233.5","5,183.5",119.73M,0.36
"Apr 13, 2012","5,207.45","5,255.7","5,306.75","5,185.4",164.23M,-1.32
"Apr 12, 2012","5,276.85","5,246.75","5,290.6","5,246.75",152.68M,0.96
"Apr 11, 2012","5,226.85","5,209.45","5,263.65","5,190.8",167.01M,-0.32
"Apr 10, 2012","5,243.6","5,254.1","5,255.8","5,211.85",156.11M,0.18
"Apr 09, 2012","5,234.4","5,282.5","5,287.9","5,228",111.92M,-1.66
"Apr 04, 2012","5,322.9","5,328.65","5,338.4","5,305.3",122.11M,-0.66
