Date,Price,Open,High,Low,Change %
"Jan 29, 2018",89.514,90.051,90.051,89.184,-0.66
"Jan 26, 2018",90.11,89.859,90.747,89.624,0.32
"Jan 25, 2018",89.823,90.67,91.19,89.448,-0.94
"Jan 24, 2018",90.671,89.258,90.798,89.245,1.57
"Jan 23, 2018",89.27,89.362,89.478,88.757,-0.11
"Jan 22, 2018",89.37,88.538,89.388,88.444,1.08
"Jan 19, 2018",88.414,88.757,88.874,88.365,-0.36
"Jan 18, 2018",88.734,88.367,88.886,88.165,0.45
"Jan 17, 2018",88.334,88.282,89.081,87.912,0.04
"Jan 16, 2018",88.299,87.597,88.35,87.546,0.8
"Jan 15, 2018",87.6,87.336,87.778,87.04,0.3
"Jan 12, 2018",87.334,86.221,87.436,86.02,1.29
"Jan 11, 2018",86.224,85.939,86.338,85.674,0.32
"Jan 10, 2018",85.945,86.222,86.332,85.867,-0.31
"Jan 09, 2018",86.209,86.135,86.279,85.928,0.1
"Jan 08, 2018",86.123,85.959,86.257,85.73,0.19
"Jan 05, 2018",85.956,85.924,86.09,85.728,0.03
"Jan 04, 2018",85.926,85.827,85.989,85.65,0.11
"Jan 03, 2018",85.83,86.226,86.442,85.709,-0.46
"Jan 02, 2018",86.23,86.019,86.338,85.951,0.28
"Jan 01, 2018",85.99,86.269,86.269,85.865,-0.33
"Dec 29, 2017",86.276,86.153,86.475,86.01,0.15
"Dec 28, 2017",86.146,85.905,86.328,85.866,0.29
"Dec 27, 2017",85.901,85.668,86.174,85.623,0.28
"Dec 26, 2017",85.66,85.602,85.769,85.541,0.08
"Dec 25, 2017",85.588,85.511,85.76,85.499,0.05
"Dec 22, 2017",85.546,85.701,85.841,85.457,-0.17
"Dec 21, 2017",85.694,85.764,85.817,85.355,-0.07
"Dec 20, 2017",85.757,85.741,86.059,85.689,0.01
"Dec 19, 2017",85.748,85.929,85.978,85.355,-0.21
"Dec 18, 2017",85.932,85.457,86.324,85.284,0.66
"Dec 15, 2017",85.365,86.418,86.534,85.216,-1.22
"Dec 14, 2017",86.418,86.496,86.695,86.208,-0.1
"Dec 13, 2017",86.505,85.775,86.519,85.743,0.85
"Dec 12, 2017",85.775,85.85,86.254,85.681,-0.08
"Dec 11, 2017",85.844,86.344,86.469,85.791,-0.58
"Dec 08, 2017",86.349,87.017,87.197,86.056,-0.75
"Dec 07, 2017",87.002,86.419,87.086,86.014,0.68
"Dec 06, 2017",86.418,86.513,86.597,86.172,-0.12
"Dec 05, 2017",86.519,86.778,86.804,86.116,-0.3
"Dec 04, 2017",86.781,86.97,87.195,86.359,-0.16
"Dec 01, 2017",86.924,87.225,87.394,86.737,-0.35
"Nov 30, 2017",87.233,86.291,87.353,86.278,1.08
"Nov 29, 2017",86.3,85.904,86.539,85.904,0.44
"Nov 28, 2017",85.919,85.843,86.236,85.159,0.06
"Nov 27, 2017",85.871,86.257,86.35,85.846,-0.46
"Nov 24, 2017",86.266,85.933,86.428,85.823,0.39
"Nov 23, 2017",85.933,86.462,86.521,85.856,-0.61
"Nov 22, 2017",86.463,85.897,86.495,85.763,0.66
"Nov 21, 2017",85.897,86.169,86.288,85.749,-0.31
"Nov 20, 2017",86.163,85.933,86.41,85.719,0.3
"Nov 17, 2017",85.907,86.159,86.487,85.514,-0.29
"Nov 16, 2017",86.156,85.966,86.287,85.737,0.22
"Nov 15, 2017",85.971,86.123,86.219,85.656,-0.16
"Nov 14, 2017",86.112,85.832,86.276,85.57,0.33
"Nov 13, 2017",85.831,85.913,86.011,85.418,-0.18
"Nov 10, 2017",85.989,85.419,86.257,85.296,0.67
"Nov 09, 2017",85.413,85.146,85.542,84.957,0.31
"Nov 08, 2017",85.146,85.648,85.828,84.957,-0.61
"Nov 07, 2017",85.665,85.118,85.71,85.073,0.64
"Nov 06, 2017",85.124,84.471,85.156,84.296,0.84
"Nov 03, 2017",84.419,84.335,84.78,84.238,0.11
"Nov 02, 2017",84.329,85.516,85.874,84.225,-1.39
"Nov 01, 2017",85.522,85.995,86.079,85.484,-0.56
"Oct 31, 2017",86.007,85.647,86.059,85.438,0.39
"Oct 30, 2017",85.671,85.335,85.722,85.245,0.33
"Oct 27, 2017",85.391,85.33,85.47,85.011,0.07
"Oct 26, 2017",85.329,86.124,86.234,85.246,-0.92
"Oct 25, 2017",86.117,85.469,86.168,85.379,0.72
"Oct 24, 2017",85.502,85.83,86.012,85.372,-0.36
"Oct 23, 2017",85.814,85.758,85.986,85.51,0.04
"Oct 20, 2017",85.781,85.533,85.866,85.065,0.3
"Oct 19, 2017",85.527,85.899,86.055,85.443,-0.44
"Oct 18, 2017",85.905,85.788,85.957,85.567,0.15
"Oct 17, 2017",85.778,85.731,86.302,85.544,0.06
"Oct 16, 2017",85.728,86.109,86.212,85.566,-0.27
"Oct 13, 2017",85.963,86.278,86.587,85.93,-0.37
"Oct 12, 2017",86.282,86.168,86.478,85.373,0.14
"Oct 11, 2017",86.161,86.169,86.3,85.854,0.01
"Oct 10, 2017",86.156,85.883,86.307,85.801,0.31
"Oct 09, 2017",85.889,85.465,86.174,85.379,0.52
"Oct 06, 2017",85.448,85.474,85.691,85.194,-0.02
"Oct 05, 2017",85.463,86.126,86.305,85.385,-0.79
"Oct 04, 2017",86.145,86.675,86.931,86.126,-0.64
"Oct 03, 2017",86.698,86.709,87.114,86.401,-0.02
"Oct 02, 2017",86.715,87.447,87.545,86.572,-0.89
"Sep 29, 2017",87.496,87.991,88.024,87.182,-0.58
"Sep 28, 2017",88.008,87.976,88.211,87.568,0.05
"Sep 27, 2017",87.966,88.096,88.249,87.798,-0.15
"Sep 26, 2017",88.099,87.71,88.371,87.658,0.45
"Sep 25, 2017",87.707,87.428,88.09,87.221,0.32
"Sep 22, 2017",87.428,88.018,88.468,87.15,-0.67
"Sep 21, 2017",88.019,86.757,88.064,86.623,1.45
"Sep 20, 2017",86.757,86.87,87.812,86.487,-0.12
"Sep 19, 2017",86.862,86.582,87.109,86.43,0.33
"Sep 18, 2017",86.575,87.035,87.222,86.388,-0.65
"Sep 15, 2017",87.144,85.915,87.254,85.805,1.44
"Sep 14, 2017",85.905,84.554,85.969,84.345,1.59
"Sep 13, 2017",84.564,85.065,85.289,84.397,-0.58
"Sep 12, 2017",85.058,84.157,85.162,84.138,1.07
"Sep 11, 2017",84.161,84.218,84.531,84.021,-0.03
"Sep 08, 2017",84.186,83.864,84.359,83.787,0.38
"Sep 07, 2017",83.866,83.553,83.968,83.398,0.37
"Sep 06, 2017",83.553,83.541,83.829,83.496,0.01
"Sep 05, 2017",83.548,82.784,83.618,82.733,0.89
"Sep 04, 2017",82.814,82.966,83.126,82.639,-0.12
"Sep 01, 2017",82.915,82.671,83.21,82.534,0.3
"Aug 31, 2017",82.671,82.697,82.823,82.159,-0.04
"Aug 30, 2017",82.707,82.695,82.797,82.394,0
"Aug 29, 2017",82.707,82.635,83.097,82.558,0.08
"Aug 28, 2017",82.645,82.576,82.87,82.249,0.18
"Aug 25, 2017",82.493,81.968,82.499,81.93,0.63
"Aug 24, 2017",81.978,81.951,82.201,81.817,0
"Aug 23, 2017",81.978,82.166,82.305,81.844,-0.23
"Aug 22, 2017",82.166,82.701,82.766,82.096,-0.66
"Aug 21, 2017",82.709,82.51,82.837,82.311,0.22
"Aug 18, 2017",82.528,82.581,82.85,82.272,-0.06
"Aug 17, 2017",82.577,82.738,82.873,82.494,-0.18
"Aug 16, 2017",82.728,82.523,82.844,82.401,0.25
"Aug 15, 2017",82.522,83.093,83.157,82.368,-0.69
"Aug 14, 2017",83.093,83.324,83.537,83.022,-0.44
"Aug 11, 2017",83.459,83.157,83.581,82.959,0.36
"Aug 10, 2017",83.163,83.005,83.4,82.818,0.14
"Aug 09, 2017",83.05,82.717,83.095,82.57,0.37
"Aug 08, 2017",82.743,83.177,83.323,82.475,-0.57
"Aug 07, 2017",83.216,82.878,83.373,82.878,0.25
"Aug 04, 2017",83.01,83.65,83.894,82.866,-0.83
"Aug 03, 2017",83.702,84.151,84.431,83.478,-0.52
"Aug 02, 2017",84.141,84.605,84.737,84.1,-0.57
"Aug 01, 2017",84.627,84.781,84.903,84.526,-0.25
"Jul 31, 2017",84.84,84.17,84.898,83.998,0.73
"Jul 28, 2017",84.222,83.728,84.331,83.702,0.53
"Jul 27, 2017",83.779,84.385,84.597,83.67,-0.78
"Jul 26, 2017",84.439,83.842,84.481,83.727,0.69
"Jul 25, 2017",83.862,83.881,84.24,83.726,-0.05
"Jul 24, 2017",83.9,83.585,84.087,83.585,0.27
"Jul 21, 2017",83.671,83.488,83.787,83.366,0.19
"Jul 20, 2017",83.514,83.654,83.943,83.308,-0.18
"Jul 19, 2017",83.666,83.777,83.987,83.615,-0.24
"Jul 18, 2017",83.868,83.983,84.519,83.615,-0.16
"Jul 17, 2017",84.002,84.293,84.435,83.912,-0.43
"Jul 14, 2017",84.369,83.366,84.485,83.347,1.15
"Jul 13, 2017",83.408,83.024,83.517,82.979,0.4
"Jul 12, 2017",83.076,82.914,83.309,82.631,0.14
"Jul 11, 2017",82.957,83.012,83.505,82.785,-0.11
"Jul 10, 2017",83.05,83.218,83.373,82.838,-0.32
"Jul 07, 2017",83.314,83.916,84.041,83.069,-0.76
"Jul 06, 2017",83.954,83.806,84.091,83.657,0.16
"Jul 05, 2017",83.816,83.663,83.88,83.527,0.13
"Jul 04, 2017",83.709,83.877,84.046,83.592,-0.22
"Jul 03, 2017",83.89,84.064,84.317,83.832,-0.34
"Jun 30, 2017",84.18,84.084,84.382,83.631,0.09
"Jun 29, 2017",84.106,83.34,84.139,83.315,0.84
"Jun 28, 2017",83.405,82.618,83.779,82.54,0.94
"Jun 27, 2017",82.631,81.961,82.915,81.916,0.81
"Jun 26, 2017",81.968,82.07,82.251,81.845,-0.08
"Jun 23, 2017",82.037,81.894,82.255,81.842,0.13
"Jun 22, 2017",81.933,81.753,81.996,81.621,0.2
"Jun 21, 2017",81.766,81.488,82.011,81.328,0.31
"Jun 20, 2017",81.517,82.083,82.263,81.321,-0.77
"Jun 19, 2017",82.15,82.361,82.528,81.98,-0.26
"Jun 16, 2017",82.361,82.301,82.713,82.187,0.01
"Jun 15, 2017",82.353,81.887,82.578,81.68,0.54
"Jun 14, 2017",81.912,82.021,82.337,81.739,-0.19
"Jun 13, 2017",82.069,81.6,82.094,81.453,0.56
"Jun 12, 2017",81.609,81.771,82.171,81.477,-0.33
"Jun 09, 2017",81.88,83.21,83.287,81.217,-1.61
"Jun 08, 2017",83.223,83.462,83.549,82.928,-0.34
"Jun 07, 2017",83.504,83.166,83.55,82.902,0.38
"Jun 06, 2017",83.186,83.011,83.379,82.921,0.18
"Jun 05, 2017",83.034,82.741,83.304,82.722,0.03
"Jun 02, 2017",83.008,82.999,83.163,82.754,-0.06
"Jun 01, 2017",83.058,83.128,83.219,82.696,-0.11
"May 31, 2017",83.153,83.082,83.353,82.366,0.05
"May 30, 2017",83.111,82.837,83.356,82.547,0.28
"May 29, 2017",82.876,82.592,82.953,82.489,0.34
"May 26, 2017",82.595,83.534,83.589,82.386,-1.12
"May 25, 2017",83.534,83.968,84.097,83.45,-0.59
"May 24, 2017",84.032,84.072,84.305,83.689,-0.1
"May 23, 2017",84.12,83.805,84.57,83.637,0.31
"May 22, 2017",83.863,83.96,84.186,83.67,-0.36
"May 19, 2017",84.164,83.916,84.373,83.761,0.3
"May 18, 2017",83.915,83.132,84.629,83.074,0.89
"May 17, 2017",83.177,82.695,83.324,82.605,0.54
"May 16, 2017",82.73,82.58,83.025,82.445,0.15
"May 15, 2017",82.603,82.784,82.981,82.451,-0.26
"May 12, 2017",82.816,82.941,83.07,82.571,-0.22
"May 11, 2017",82.999,83.56,83.624,82.694,-0.72
"May 10, 2017",83.599,83.638,84.011,83.418,-0.08
"May 09, 2017",83.663,83.243,83.755,83.204,0.46
"May 08, 2017",83.282,83.455,83.565,83.113,-0.25
"May 05, 2017",83.487,82.953,83.526,82.805,0.6
"May 04, 2017",82.985,82.516,83.068,82.381,0.51
"May 03, 2017",82.561,82.991,83.1,82.503,-0.55
"May 02, 2017",83.02,82.767,83.046,82.526,0.27
"May 01, 2017",82.799,83.23,83.281,82.728,-0.55
"Apr 28, 2017",83.259,82.708,83.433,82.586,0.63
"Apr 27, 2017",82.734,82.349,82.843,82.279,0.44
"Apr 26, 2017",82.375,82.587,82.638,82.003,-0.28
"Apr 25, 2017",82.606,82.502,82.632,82.134,0.12
"Apr 24, 2017",82.508,83.024,83.121,82.335,-0.4
"Apr 21, 2017",82.836,82.752,82.933,82.429,0.04
"Apr 20, 2017",82.804,82.591,83.024,82.533,0.2
"Apr 19, 2017",82.635,82.908,83.058,82.519,-0.37
"Apr 18, 2017",82.94,80.988,83.334,80.771,2.37
"Apr 17, 2017",81.016,80.755,81.33,80.575,0.32
"Apr 14, 2017",80.755,80.57,80.826,80.525,0.22
"Apr 13, 2017",80.576,81.089,81.367,80.512,-0.67
"Apr 12, 2017",81.121,80.61,81.186,80.537,0.6
"Apr 11, 2017",80.639,80.17,80.678,79.938,0.54
"Apr 10, 2017",80.207,79.555,80.292,79.446,0.86
"Apr 07, 2017",79.525,80.533,80.74,79.452,-1.29
"Apr 06, 2017",80.561,80.971,81.281,80.308,-0.52
"Apr 05, 2017",80.984,80.928,81.153,80.651,0.03
"Apr 04, 2017",80.963,81.109,81.19,80.661,-0.23
"Apr 03, 2017",81.147,81.315,81.475,80.953,-0.35
"Mar 31, 2017",81.428,80.836,81.454,80.615,0.68
"Mar 30, 2017",80.88,80.602,81.3,80.492,0.27
"Mar 29, 2017",80.666,80.917,81.078,80.395,-0.39
"Mar 28, 2017",80.981,81.57,81.88,80.865,-0.79
"Mar 27, 2017",81.627,81.639,82.067,81.463,0.04
"Mar 24, 2017",81.591,81.912,81.969,81.521,-0.44
"Mar 23, 2017",81.953,81.67,82.077,81.552,0.29
"Mar 22, 2017",81.714,81.487,81.908,81.295,0.21
"Mar 21, 2017",81.54,80.709,81.664,80.569,0.97
"Mar 20, 2017",80.753,81.145,81.31,80.537,-0.49
"Mar 17, 2017",81.15,80.765,81.319,80.661,0.41
"Mar 16, 2017",80.816,80.627,80.983,79.985,0.18
"Mar 15, 2017",80.672,79.899,80.784,79.532,0.91
"Mar 14, 2017",79.942,80.828,80.93,79.71,-1.14
"Mar 13, 2017",80.865,80.907,81.457,80.658,-0.18
"Mar 10, 2017",81.007,81.111,81.218,80.837,-0.16
"Mar 09, 2017",81.138,81.207,81.355,80.867,-0.14
"Mar 08, 2017",81.253,81.25,81.393,80.954,-0.04
"Mar 07, 2017",81.282,81.54,81.683,81.063,-0.37
"Mar 06, 2017",81.587,82.056,82.144,81.435,-0.63
"Mar 03, 2017",82.106,81.881,82.166,81.593,0.23
"Mar 02, 2017",81.918,82.166,82.257,81.714,-0.36
"Mar 01, 2017",82.21,82.575,82.84,82.059,-0.48
"Feb 28, 2017",82.609,82.962,83.164,82.495,-0.46
"Feb 27, 2017",82.989,83.042,83.249,82.529,-0.12
"Feb 24, 2017",83.09,83.71,83.871,82.914,-0.76
"Feb 23, 2017",83.73,83.215,83.769,83.036,0.45
"Feb 22, 2017",83.359,83.513,83.822,83.171,-0.22
"Feb 21, 2017",83.544,83.331,83.627,82.986,0.21
"Feb 20, 2017",83.37,83.215,83.576,83.13,0.11
"Feb 17, 2017",83.276,83.738,83.996,83.02,-0.59
"Feb 16, 2017",83.769,83.282,84.004,83.235,0.54
"Feb 15, 2017",83.323,83.312,83.512,82.847,-0.02
"Feb 14, 2017",83.34,83.814,84.049,83.151,-0.64
"Feb 13, 2017",83.879,83.336,84.032,83.303,0.44
"Feb 10, 2017",83.51,83.398,83.844,83.15,0.09
"Feb 09, 2017",83.433,84.054,84.33,83.338,-0.77
"Feb 08, 2017",84.081,84.23,84.299,83.776,-0.2
"Feb 07, 2017",84.251,83.754,84.513,83.211,0.55
"Feb 06, 2017",83.788,83.908,84.064,83.498,-0.13
"Feb 03, 2017",83.896,84.154,84.484,83.673,-0.36
"Feb 02, 2017",84.201,85.302,85.743,84.1,-1.32
"Feb 01, 2017",85.327,84.902,85.489,84.709,0.47
"Jan 31, 2017",84.927,84.658,85.081,84.15,0.28
"Jan 30, 2017",84.692,85.448,85.859,84.474,-0.95
"Jan 27, 2017",85.506,85.793,86.021,85.19,-0.41
"Jan 26, 2017",85.857,85.862,86.25,85.535,-0.05
"Jan 25, 2017",85.899,85.296,86.044,85.109,0.69
"Jan 24, 2017",85.312,85.282,85.458,84.553,0.01
"Jan 23, 2017",85.305,84.13,85.354,84.081,1.26
"Jan 20, 2017",84.243,84.032,84.332,83.552,0.23
"Jan 19, 2017",84.049,83.602,84.108,83.542,0.5
"Jan 18, 2017",83.632,84.217,84.308,83.499,-0.72
"Jan 17, 2017",84.24,82.004,84.354,81.809,2.67
"Jan 16, 2017",82.053,82.192,82.395,81.654,-1.18
"Jan 13, 2017",83.033,82.826,83.461,82.634,0.21
"Jan 12, 2017",82.859,83.314,83.73,82.698,-0.67
"Jan 11, 2017",83.422,83.183,83.731,82.393,0.26
"Jan 10, 2017",83.202,82.798,83.243,82.465,0.45
"Jan 09, 2017",82.827,83.584,83.633,82.602,-1.03
"Jan 06, 2017",83.693,84.029,84.376,83.536,-0.52
"Jan 05, 2017",84.129,83.629,84.257,83.268,0.58
"Jan 04, 2017",83.648,83.487,83.864,83.336,0.12
"Jan 03, 2017",83.544,83.62,84.078,83.392,-0.13
"Jan 02, 2017",83.651,83.871,84.002,83.585,-0.23
"Dec 30, 2016",83.846,83.277,84.121,83.161,0.64
"Dec 29, 2016",83.309,83.375,83.655,82.981,-0.13
"Dec 28, 2016",83.418,83.376,83.927,83.208,0
"Dec 27, 2016",83.415,83.204,83.562,83.054,0.18
"Dec 26, 2016",83.266,83.174,83.442,83.045,-0.15
"Dec 23, 2016",83.388,83.298,83.545,82.883,0.06
"Dec 22, 2016",83.334,83.759,84.028,83.248,-0.56
"Dec 21, 2016",83.805,83.994,84.239,83.596,-0.2
"Dec 20, 2016",83.972,84.107,84.284,83.776,-0.18
"Dec 19, 2016",84.126,84.746,84.833,83.766,-0.79
"Dec 16, 2016",84.799,84.245,84.928,83.918,0.63
"Dec 15, 2016",84.272,84.717,85.213,83.988,-0.6
"Dec 14, 2016",84.779,85.302,85.888,84.495,-0.64
"Dec 13, 2016",85.328,85.462,85.976,85.249,-0.17
"Dec 12, 2016",85.475,84.801,85.573,84.673,0.73
"Dec 09, 2016",84.853,85,85.24,84.695,-0.19
"Dec 08, 2016",85.013,85.094,85.59,84.6,-0.15
"Dec 07, 2016",85.14,85.85,86.027,84.928,-0.86
"Dec 06, 2016",85.882,86.569,86.9,85.687,-0.85
"Dec 05, 2016",86.62,86.557,86.909,85.851,0.03
"Dec 02, 2016",86.593,85.869,86.716,85.713,0.8
"Dec 01, 2016",85.909,85.763,86.74,85.452,0.14
"Nov 30, 2016",85.789,85.688,85.902,84.963,0.1
"Nov 29, 2016",85.701,85.108,85.954,84.951,0.65
"Nov 28, 2016",85.144,85.423,86.032,84.964,-0.4
"Nov 25, 2016",85.487,85.581,85.66,84.936,-0.16
"Nov 24, 2016",85.624,85.54,85.934,85.182,0.08
"Nov 23, 2016",85.556,84.942,85.835,84.662,0.68
"Nov 22, 2016",84.975,85.238,85.373,84.652,-0.31
"Nov 21, 2016",85.24,84.149,85.35,83.809,1.25
"Nov 18, 2016",84.184,84.449,84.796,83.697,-0.33
"Nov 17, 2016",84.462,84.571,84.803,84.218,-0.17
"Nov 16, 2016",84.607,84.408,84.841,84.227,0.2
"Nov 15, 2016",84.437,84.617,84.945,83.803,-0.28
"Nov 14, 2016",84.674,85.027,85.198,84.305,-0.55
"Nov 11, 2016",85.142,83.917,85.372,83.71,1.42
"Nov 10, 2016",83.95,82.474,84.15,82.277,1.73
"Nov 09, 2016",82.519,81.98,83.996,81.834,0.64
"Nov 08, 2016",81.992,82.685,83.037,81.853,-0.92
"Nov 07, 2016",82.751,83.555,83.674,82.605,-1.04
"Nov 04, 2016",83.618,83.056,83.855,83.007,0.65
"Nov 03, 2016",83.076,82.104,83.429,82.078,1.14
"Nov 02, 2016",82.136,81.603,82.423,81.539,0.59
"Nov 01, 2016",81.655,81.577,81.946,81.399,0.01
"Oct 31, 2016",81.649,81.307,81.756,81.064,0.34
"Oct 28, 2016",81.37,81.308,81.615,80.852,0.03
"Oct 27, 2016",81.344,81.868,82.059,81.22,-0.66
"Oct 26, 2016",81.881,81.405,81.923,81.16,0.56
"Oct 25, 2016",81.423,81.772,81.849,80.732,-0.47
"Oct 24, 2016",81.811,81.768,81.914,81.479,-0.1
"Oct 21, 2016",81.89,81.867,82.02,81.424,0.01
"Oct 20, 2016",81.88,81.836,82.056,81.531,-0.01
"Oct 19, 2016",81.891,82.015,82.238,81.651,-0.21
"Oct 18, 2016",82.061,81.33,82.253,81.288,0.85
"Oct 17, 2016",81.372,81.29,81.526,80.969,0.08
"Oct 14, 2016",81.309,81.858,81.899,81.15,-0.67
"Oct 13, 2016",81.856,81.526,82.035,81.142,0.36
"Oct 12, 2016",81.561,80.991,82.31,80.853,0.67
"Oct 11, 2016",81.02,82.179,82.323,80.763,-1.44
"Oct 10, 2016",82.204,82.773,82.939,82.029,-0.74
"Oct 07, 2016",82.813,84.119,84.21,78.817,-1.57
"Oct 06, 2016",84.131,84.827,84.982,84.016,-0.87
"Oct 05, 2016",84.869,84.76,84.977,84.424,0.1
"Oct 04, 2016",84.78,85.438,85.584,84.528,-0.8
"Oct 03, 2016",85.462,86.097,86.18,85.253,-1.05
"Sep 30, 2016",86.366,86.623,86.705,86.184,-0.33
"Sep 29, 2016",86.653,86.333,87.204,86.286,0.32
"Sep 28, 2016",86.38,86.459,86.665,86.247,-0.14
"Sep 27, 2016",86.499,86.404,86.656,85.972,0.08
"Sep 26, 2016",86.433,86.393,86.756,86.086,-0.13
"Sep 23, 2016",86.542,87.096,87.262,86.021,-0.69
"Sep 22, 2016",87.142,86.961,87.454,86.906,0.22
"Sep 21, 2016",86.947,86.987,87.369,86.685,-0.07
"Sep 20, 2016",87.004,87.228,87.519,86.698,-0.31
"Sep 19, 2016",87.271,87.138,87.654,87.118,0.07
"Sep 16, 2016",87.208,88.476,88.62,87.133,-1.47
"Sep 15, 2016",88.509,88.367,88.921,88.152,0.12
"Sep 14, 2016",88.406,88.538,88.656,87.865,-0.21
"Sep 13, 2016",88.588,88.969,89.162,88.263,-0.48
"Sep 12, 2016",89.016,88.723,89.18,88.588,0.3
"Sep 09, 2016",88.75,88.552,88.971,88.342,0.18
"Sep 08, 2016",88.592,88.668,88.87,88.239,-0.11
"Sep 07, 2016",88.689,89.034,89.105,88.411,-0.44
"Sep 06, 2016",89.077,88.345,89.179,88.285,0.73
"Sep 05, 2016",88.435,88.748,88.953,88.272,-0.4
"Sep 02, 2016",88.791,88.612,89.026,88.491,0.18
"Sep 01, 2016",88.632,87.976,89.188,87.886,0.73
"Aug 31, 2016",87.989,87.812,88.146,87.546,0.17
"Aug 30, 2016",87.839,87.959,88.061,87.581,-0.11
"Aug 29, 2016",87.939,88.151,88.26,87.692,-0.29
"Aug 26, 2016",88.191,88.374,88.832,87.991,-0.24
"Aug 25, 2016",88.401,88.8,89.042,88.227,-0.54
"Aug 24, 2016",88.882,88.527,89.133,88.34,0.33
"Aug 23, 2016",88.588,88.237,88.62,88.149,0.33
"Aug 22, 2016",88.297,87.619,88.498,87.445,0.58
"Aug 19, 2016",87.785,88.008,88.115,87.382,-0.25
"Aug 18, 2016",88.001,87.222,88.075,87.078,0.87
"Aug 17, 2016",87.245,87.212,87.57,86.878,0.01
"Aug 16, 2016",87.239,86.074,87.282,86.059,1.31
"Aug 15, 2016",86.107,86.322,86.62,85.984,-0.41
"Aug 12, 2016",86.465,86.462,87.108,86.225,-0.01
"Aug 11, 2016",86.476,86.842,87.07,86.408,-0.45
"Aug 10, 2016",86.868,86.79,87.439,86.6,0.05
"Aug 09, 2016",86.823,87.094,87.201,86.502,-0.34
"Aug 08, 2016",87.117,87.248,87.516,86.994,-0.3
"Aug 05, 2016",87.379,87.567,87.991,86.997,-0.26
"Aug 04, 2016",87.611,88.947,89.38,87.528,-1.55
"Aug 03, 2016",88.987,89.04,89.555,88.795,-0.09
"Aug 02, 2016",89.071,87.976,89.131,87.89,1.24
"Aug 01, 2016",87.983,88.145,88.582,87.793,-0.2
"Jul 29, 2016",88.158,88.204,88.789,87.944,-0.07
"Jul 28, 2016",88.224,88.643,88.862,87.868,-0.51
"Jul 27, 2016",88.676,88.386,88.776,87.8,0.31
"Jul 26, 2016",88.403,88.533,88.751,87.938,-0.21
"Jul 25, 2016",88.587,88.029,88.636,87.949,0.62
"Jul 22, 2016",88.042,88.837,89.229,87.714,-0.93
"Jul 21, 2016",88.868,88.683,89.204,88.379,0.16
"Jul 20, 2016",88.723,88.085,88.857,87.748,0.69
