Date,Close,Open,High,Low,Vol.,Change %
2004-02-16,"1,913.55","1,914.45","1,929.5","1,909.45",116.67M,0.00%
2004-02-17,"1,920.1","1,913.55","1,926.15","1,905.5",122.68M,0.34%
2004-02-18,"1,916.45","1,920","1,935.8","1,912.6",109.07M,-0.19%
2004-02-19,"1,858.3","1,916.65","1,919.7","1,851.8",140.47M,-3.03%
2004-02-20,"1,852.65","1,858.25","1,872.85","1,831.15",130.22M,-0.30%
2004-02-23,"1,808.2","1,853","1,867.25","1,800.2",99.79M,-2.40%
2004-02-24,"1,821.35","1,808.4","1,826.85","1,780.35",132.74M,0.73%
2004-02-25,"1,786.8","1,833.65","1,834.1","1,779",102.77M,-1.90%
2004-02-26,"1,765.8","1,787.45","1,818.6","1,760.55",114.14M,-1.18%
2004-02-27,"1,800.3","1,765.9","1,807.45","1,763.95",128.74M,1.95%
2004-03-01,"1,852.7","1,798.35","1,856.45","1,795.35",113.70M,2.91%
2004-03-03,"1,860.4","1,852.45","1,868.25","1,842.45",133.76M,0.42%
2004-03-04,"1,843.85","1,859.3","1,867.95","1,831.2",112.52M,-0.89%
2004-03-05,"1,867.7","1,843.9","1,871.1","1,843.9",116.41M,1.29%
2004-03-08,"1,885.25","1,868.15","1,891.95","1,867.95",129.10M,0.94%
2004-03-09,"1,866.05","1,884.5","1,898.7","1,843",127.69M,-1.02%
2004-03-10,"1,844.35","1,866.3","1,866.4","1,835.8",131.85M,-1.16%
2004-03-11,"1,805.4","1,843.95","1,843.95","1,798.45",116.66M,-2.11%
2004-03-12,"1,812.2","1,805.2","1,820.95","1,775.9",126.01M,0.38%
2004-03-15,"1,763.4","1,812.45","1,836","1,751.8",134.13M,-2.69%
2004-03-16,"1,749.35","1,763.35","1,769.5","1,730.1",145.24M,-0.80%
2004-03-17,"1,749.85","1,749.6","1,765.05","1,738.85",98.29M,0.03%
2004-03-18,"1,716.65","1,750","1,754.95","1,708.3",99.55M,-1.90%
2004-03-19,"1,725.1","1,716.3","1,738.6","1,703.55",98.83M,0.49%
2004-03-22,"1,685","1,726.3","1,726.35","1,678.4",89.14M,-2.32%
2004-03-23,"1,696.4","1,685.15","1,710.45","1,669.7",99.20M,0.68%
2004-03-24,"1,692.1","1,697.4","1,700.65","1,676.4",88.91M,-0.25%
2004-03-25,"1,704.45","1,691.95","1,720.65","1,691.95",108.54M,0.73%
2004-03-26,"1,747.5","1,704.45","1,755.45","1,703.8",107.61M,2.53%
2004-03-29,"1,762.05","1,747.35","1,766.15","1,739.5",81.09M,0.83%
2004-03-30,"1,750.15","1,762.15","1,775.4","1,746.25",88.67M,-0.68%
2004-03-31,"1,771.9","1,744.6","1,775.3","1,740.2",93.07M,1.24%
2004-04-01,"1,819.65","1,771.45","1,823.05","1,771.45",111.07M,2.69%
2004-04-02,"1,841.1","1,856.1","1,856.3","1,809",118.74M,1.18%
2004-04-05,"1,856.6","1,841.1","1,878.8","1,840",102.60M,0.84%
2004-04-06,"1,851.15","1,870.8","1,876.15","1,836.9",109.41M,-0.29%
2004-04-07,"1,848.7","1,856.4","1,865.2","1,833.95",86.26M,-0.13%
2004-04-08,"1,853.55","1,854","1,864.95","1,839.7",93.98M,0.26%
2004-04-12,"1,838.2","1,860.3","1,873.75","1,828.95",80.21M,-0.83%
2004-04-13,"1,878.45","1,838.5","1,885.15","1,819.8",85.83M,2.19%
2004-04-15,"1,861.95","1,878.5","1,884.5","1,855",112.26M,-0.88%
2004-04-16,"1,868.95","1,863.85","1,882.55","1,861.8",83.29M,0.38%
2004-04-17,"1,868.1","1,869.2","1,875.95","1,864.95",23.01M,-0.05%
2004-04-19,"1,844.05","1,868.2","1,876.2","1,837.4",93.08M,-1.29%
2004-04-20,"1,844.25","1,844.4","1,851","1,832",102.77M,0.01%
2004-04-21,"1,873.35","1,844.35","1,876","1,838.6",114.89M,1.58%
2004-04-22,"1,889.55","1,873.55","1,894.6","1,871",116.78M,0.86%
2004-04-23,"1,892.45","1,890.85","1,912.35","1,885.75",127.54M,0.15%
2004-04-27,"1,817.25","1,890.05","1,893.1","1,814",120.42M,-3.97%
2004-04-28,"1,816.55","1,819","1,833.95","1,801.8",117.15M,-0.04%
2004-04-29,"1,808.95","1,816.7","1,818.9","1,793.1",136.95M,-0.42%
2004-04-30,"1,796.1","1,820.55","1,841.45","1,788.3",105.82M,-0.71%
2004-05-03,"1,766.7","1,796.1","1,801.45","1,742.8",105.96M,-1.64%
2004-05-04,"1,793.1","1,769.1","1,803.15","1,768.8",89.71M,1.49%
2004-05-05,"1,809.9","1,789.45","1,814.35","1,788.1",76.70M,0.94%
2004-05-06,"1,832.8","1,810.3","1,837.95","1,810.3",83.79M,1.27%
2004-05-07,"1,804.45","1,832.85","1,833.15","1,796.95",84.07M,-1.55%
2004-05-10,"1,769.1","1,804.4","1,804.4","1,753.8",98.00M,-1.96%
2004-05-11,"1,699.45","1,768.7","1,768.7","1,692.9",98.60M,-3.94%
2004-05-12,"1,711.1","1,699.25","1,721.35","1,689.85",106.58M,0.69%
2004-05-13,"1,717.5","1,707.95","1,750.3","1,625.1",155.58M,0.37%
2004-05-14,"1,582.4","1,717.05","1,722.8","1,566.95",177.16M,-7.87%
2004-05-17,"1,388.75","1,582.5","1,583.8","1,292.2",114.97M,-12.24%
2004-05-18,"1,503.95","1,392.95","1,517.6","1,389.65",148.41M,8.30%
2004-05-19,"1,567.85","1,508.05","1,576.05","1,508.05",141.94M,4.25%
2004-05-20,"1,543.85","1,566.5","1,591.05","1,531.3",134.94M,-1.53%
2004-05-21,"1,560.2","1,545.05","1,566.15","1,498.1",113.12M,1.06%
2004-05-24,"1,608.85","1,563.65","1,613.6","1,563.05",93.13M,3.12%
2004-05-25,"1,606.7","1,608.9","1,621.45","1,566.4",101.37M,-0.13%
2004-05-26,"1,598.8","1,608.15","1,625.7","1,587",101.45M,-0.49%
2004-05-27,"1,586.4","1,590.15","1,606","1,576.05",101.14M,-0.78%
2004-05-28,"1,508.75","1,586.35","1,587.1","1,504",134.30M,-4.89%
2004-05-31,"1,483.6","1,507.05","1,509.05","1,456.2",127.19M,-1.67%
2004-06-01,"1,507.9","1,483.9","1,529.6","1,483.9",107.05M,1.64%
2004-06-02,"1,535.2","1,508","1,543.3","1,508",87.16M,1.81%
2004-06-03,"1,495.1","1,535.8","1,566.5","1,484.5",112.50M,-2.61%
2004-06-04,"1,521.1","1,494.85","1,527","1,480.8",106.87M,1.74%
2004-06-07,"1,542.55","1,521.6","1,557.5","1,521.6",105.18M,1.41%
2004-06-08,"1,550.55","1,542.6","1,557","1,526.45",91.17M,0.52%
2004-06-09,"1,548.3","1,550.45","1,561.6","1,541.6",93.46M,-0.15%
2004-06-10,"1,544.75","1,547.7","1,552.75","1,535",78.63M,-0.23%
2004-06-11,"1,508.45","1,544.95","1,547.4","1,504.8",85.74M,-2.35%
2004-06-14,"1,481.35","1,508.15","1,509.6","1,474.65",96.83M,-1.80%
2004-06-15,"1,501","1,481.45","1,507.85","1,481",97.74M,1.33%
2004-06-16,"1,494.75","1,500.95","1,525.2","1,490.45",88.67M,-0.42%
2004-06-17,"1,512.05","1,494.7","1,519.2","1,482.2",88.06M,1.16%
2004-06-18,"1,491.2","1,511.95","1,515.05","1,485.05",89.86M,-1.38%
2004-06-21,"1,482","1,490.75","1,499.8","1,478.85",80.29M,-0.62%
2004-06-22,"1,474.7","1,482.85","1,489.6","1,467.65",90.06M,-0.49%
2004-06-23,"1,446.1","1,474.8","1,481.45","1,442.55",102.70M,-1.94%
2004-06-24,"1,470.75","1,445.35","1,474.3","1,437.9",136.46M,1.70%
2004-06-25,"1,488.5","1,471.5","1,494","1,459.55",148.72M,1.21%
2004-06-28,"1,514.35","1,488.6","1,516.95","1,488.6",127.92M,1.74%
2004-06-29,"1,518.3","1,514.35","1,528.5","1,503.3",135.42M,0.26%
2004-06-30,"1,505.6","1,518.7","1,532.15","1,501.7",132.03M,-0.84%
2004-07-01,"1,537.2","1,506.65","1,539.15","1,504.55",113.01M,2.10%
2004-07-02,"1,537.5","1,537.05","1,547.65","1,516.15",127.49M,0.02%
2004-07-05,"1,526.85","1,537.55","1,546","1,522.9",101.16M,-0.69%
2004-07-06,"1,558.25","1,526.65","1,561","1,524.15",131.32M,2.06%
2004-07-07,"1,566.8","1,558.05","1,578.5","1,551.35",159.59M,0.55%
2004-07-08,"1,518.15","1,567.25","1,586.55","1,504.5",204.44M,-3.11%
2004-07-09,"1,553.2","1,517.45","1,557.75","1,472.55",104.35M,2.31%
2004-07-12,"1,556.95","1,548.6","1,562.8","1,537.7",82.41M,0.24%
2004-07-13,"1,539.3","1,560","1,569.75","1,530.6",79.36M,-1.13%
2004-07-14,"1,522.75","1,535.1","1,552.25","1,519.35",110.00M,-1.08%
2004-07-15,"1,539.4","1,523.1","1,543.25","1,517.8",141.17M,1.09%
2004-07-16,"1,558.8","1,538.15","1,562","1,533.65",138.32M,1.26%
2004-07-19,"1,571.6","1,559.2","1,582.35","1,556.55",112.37M,0.82%
2004-07-20,"1,566.1","1,571.7","1,581.05","1,555.55",121.19M,-0.35%
2004-07-21,"1,581.4","1,566.15","1,600.7","1,562.9",112.76M,0.98%
2004-07-22,"1,598.1","1,581.6","1,609.55","1,580.95",170.68M,1.06%
2004-07-23,"1,601.6","1,587.6","1,610.85","1,587.6",152.83M,0.22%
2004-07-26,"1,618","1,602.15","1,620.35","1,584.65",138.96M,1.02%
2004-07-27,"1,600.75","1,617.95","1,629.35","1,597.2",167.54M,-1.07%
2004-07-28,"1,594.15","1,600.85","1,609.45","1,586.15",147.02M,-0.41%
2004-07-29,"1,618.7","1,594.7","1,624.3","1,590.15",167.18M,1.54%
2004-07-30,"1,632.3","1,618.9","1,638.7","1,609.9",151.00M,0.84%
2004-08-02,"1,639.05","1,631.55","1,643.8","1,627.25",96.48M,0.41%
2004-08-03,"1,630.6","1,639.95","1,648.35","1,626.3",135.83M,-0.52%
2004-08-04,"1,626.55","1,631.3","1,635.95","1,618.2",105.08M,-0.25%
2004-08-05,"1,654.95","1,626.4","1,656.25","1,626.4",134.33M,1.75%
2004-08-06,"1,633.4","1,654.85","1,658.7","1,626.7",141.54M,-1.30%
2004-08-09,"1,642.6","1,633.25","1,644.4","1,617.05",107.65M,0.56%
2004-08-10,"1,652.15","1,642.75","1,656.6","1,637.7",120.50M,0.58%
2004-08-11,"1,621.6","1,652.1","1,658.9","1,616.85",138.80M,-1.85%
2004-08-12,"1,607.2","1,624.3","1,629.15","1,599.5",125.12M,-0.89%
2004-08-13,"1,598.2","1,598.2","1,612.7","1,591.6",110.48M,-0.56%
2004-08-16,"1,599.15","1,598.2","1,612.7","1,591.6",142.52M,0.06%
2004-08-17,"1,604.35","1,624","1,628.45","1,597.45",139.52M,0.33%
2004-08-18,"1,581.8","1,604.15","1,604.15","1,577.25",105.91M,-1.41%
2004-08-19,"1,609.2","1,581.9","1,612.5","1,581.9",111.17M,1.73%
2004-08-20,"1,590.35","1,609.2","1,610.6","1,584.05",108.92M,-1.17%
2004-08-23,"1,578.2","1,590.9","1,595.55","1,573.7",128.55M,-0.76%
2004-08-24,"1,591.6","1,578.2","1,597.9","1,578.05",94.20M,0.85%
2004-08-25,"1,595.7","1,592.2","1,598.55","1,586.35",70.78M,0.26%
2004-08-26,"1,610.75","1,595.75","1,613.25","1,593.45",96.02M,0.94%
2004-08-27,"1,609","1,610.85","1,617.25","1,600.15",66.37M,-0.11%
2004-08-30,"1,628.45","1,609.45","1,629.9","1,609.2",62.84M,1.21%
2004-08-31,"1,631.75","1,628.5","1,634.8","1,618.3",92.19M,0.20%
2004-09-01,"1,635.45","1,631.7","1,640.55","1,631.1",80.87M,0.23%
2004-09-02,"1,629.3","1,635.5","1,641.25","1,619.9",73.76M,-0.38%
2004-09-03,"1,634.1","1,629.65","1,636.1","1,622.1",81.21M,0.29%
2004-09-06,"1,644","1,634.6","1,649.15","1,634.45",68.88M,0.61%
2004-09-07,"1,650.15","1,643.95","1,653.15","1,641.8",73.20M,0.37%
2004-09-08,"1,656.25","1,650.6","1,658.85","1,648.25",75.59M,0.37%
2004-09-09,"1,649","1,656.25","1,662.4","1,640.25",86.88M,-0.44%
2004-09-10,"1,668.75","1,649.45","1,670.95","1,642.35",78.60M,1.20%
2004-09-13,"1,675.2","1,668.25","1,681.75","1,668.05",81.53M,0.39%
2004-09-14,"1,685.55","1,675.2","1,686.8","1,668.45",90.53M,0.62%
2004-09-15,"1,683.2","1,685.7","1,694.45","1,675.85",104.92M,-0.14%
2004-09-16,"1,705.7","1,683.6","1,708","1,677.35",139.09M,1.34%
2004-09-17,"1,733.65","1,702.7","1,736.4","1,702.7",159.70M,1.64%
2004-09-20,"1,728.8","1,734.05","1,741.55","1,725.3",132.55M,-0.28%
2004-09-21,"1,750.2","1,728.75","1,753","1,724.7",122.45M,1.24%
2004-09-22,"1,753.9","1,749.75","1,760.8","1,736.3",123.81M,0.21%
2004-09-23,"1,726.15","1,753.1","1,753.15","1,723.4",142.29M,-1.58%
2004-09-24,"1,722.5","1,726.15","1,736.9","1,717.2",101.67M,-0.21%
2004-09-27,"1,717.5","1,722.4","1,726.15","1,707.95",81.16M,-0.29%
2004-09-28,"1,700.25","1,717.45","1,717.9","1,697.4",98.87M,-1.00%
2004-09-29,"1,727.95","1,700.55","1,730.3","1,695.7",144.12M,1.63%
2004-09-30,"1,745.5","1,728.3","1,748.2","1,728.2",125.09M,1.02%
2004-10-01,"1,775.15","1,744.4","1,778.65","1,737.85",95.83M,1.70%
2004-10-04,"1,805.65","1,776.75","1,813.9","1,775.45",94.39M,1.72%
2004-10-05,"1,812.45","1,805.85","1,816.55","1,798.6",96.08M,0.38%
2004-10-06,"1,794.9","1,811.7","1,824.8","1,790.6",106.35M,-0.97%
2004-10-07,"1,815.7","1,793","1,821.85","1,793",90.73M,1.16%
2004-10-08,"1,820.2","1,815.65","1,825.15","1,808.75",94.30M,0.25%
2004-10-09,"1,817.8","1,812.85","1,824.9","1,812.8",25.80M,-0.13%
2004-10-11,"1,807.75","1,817.85","1,829.45","1,803.5",71.94M,-0.55%
2004-10-12,"1,786.9","1,808.45","1,820.9","1,783.05",87.63M,-1.15%
2004-10-14,"1,794.75","1,784.8","1,805.7","1,773",96.79M,0.44%
2004-10-15,"1,795","1,794.8","1,814.05","1,789.55",82.58M,0.01%
2004-10-18,"1,786","1,796.05","1,806.15","1,782.95",64.34M,-0.50%
2004-10-19,"1,808.4","1,787.2","1,813.9","1,787.2",73.75M,1.25%
2004-10-20,"1,790.05","1,808.6","1,815.2","1,785.45",80.48M,-1.01%
2004-10-21,"1,779.75","1,790.35","1,795.4","1,772.4",69.15M,-0.58%
2004-10-25,"1,757.25","1,780","1,783.55","1,753.5",78.09M,-1.26%
2004-10-26,"1,781.05","1,777.85","1,782.1","1,750.3",99.73M,1.35%
2004-10-27,"1,783.85","1,781.15","1,797.55","1,774.2",87.52M,0.16%
2004-10-28,"1,800.1","1,783.9","1,808.15","1,783.9",113.06M,0.91%
2004-10-29,"1,786.9","1,800.85","1,808.85","1,783.1",125.11M,-0.73%
2004-11-01,"1,797.75","1,787.3","1,800.25","1,776.7",79.01M,0.61%
2004-11-02,"1,813.7","1,798.3","1,817.1","1,798.3",76.29M,0.89%
2004-11-03,"1,837.4","1,814.15","1,838.4","1,814.15",86.22M,1.31%
2004-11-04,"1,834.85","1,837.8","1,853.05","1,830.5",85.03M,-0.14%
2004-11-05,"1,852.3","1,836.05","1,854.4","1,836",63.62M,0.95%
2004-11-08,"1,862.8","1,852.45","1,871.05","1,852.45",63.02M,0.57%
2004-11-09,"1,858.75","1,863.55","1,869.45","1,853.45",63.30M,-0.22%
2004-11-10,"1,876.1","1,859.65","1,878.2","1,857.7",71.71M,0.93%
2004-11-11,"1,870.55","1,876.45","1,884.65","1,866.95",58.87M,-0.30%
2004-11-12,"1,872.95","1,871.9","1,885.05","1,866.75",21.42M,0.13%
2004-11-16,"1,879","1,872.8","1,881.4","1,862.8",68.60M,0.32%
2004-11-17,"1,888.65","1,879.05","1,892.15","1,874.35",77.65M,0.51%
2004-11-18,"1,892.05","1,890.45","1,895.3","1,880.8",91.09M,0.18%
2004-11-19,"1,872.35","1,891.95","1,898.15","1,869.35",83.05M,-1.04%
2004-11-22,"1,873.35","1,872.55","1,878.05","1,845.1",73.28M,0.05%
2004-11-23,"1,892.6","1,873.35","1,900.05","1,873.35",82.13M,1.03%
2004-11-24,"1,904.05","1,893.15","1,907.35","1,889.85",65.67M,0.60%
2004-11-25,"1,901.05","1,904.25","1,915.8","1,892.6",105.46M,-0.16%
2004-11-29,"1,939.65","1,899.3","1,942.95","1,894.6",110.66M,2.03%
2004-11-30,"1,958.8","1,940.25","1,963.8","1,940.25",119.05M,0.99%
2004-12-01,"1,962.05","1,960.75","1,971.6","1,944.5",114.58M,0.17%
2004-12-02,"1,999","1,962.75","2,001.55","1,962.75",131.75M,1.88%
2004-12-03,"1,996.2","1,991.9","2,011.9","1,990.3",111.13M,-0.14%
2004-12-06,"1,993.15","1,996.3","2,012.25","1,989.95",103.22M,-0.15%
2004-12-07,"1,992.7","1,990.6","2,002.6","1,981.15",91.43M,-0.02%
2004-12-08,"1,977.95","1,994.15","2,009.7","1,973.15",101.91M,-0.74%
2004-12-09,"1,989.95","1,977.8","1,995.7","1,964.5",87.02M,0.61%
2004-12-10,"1,969","1,990.2","1,999.7","1,964.65",86.93M,-1.05%
2004-12-13,"1,985.35","1,970.6","1,987","1,964.8",68.23M,0.83%
2004-12-14,"2,006.8","1,985.2","2,008.8","1,972.85",80.09M,1.08%
2004-12-15,"2,028.7","2,006.8","2,034.35","2,006.8",86.23M,1.09%
2004-12-16,"2,033.2","2,028.8","2,039.2","2,019.5",76.51M,0.22%
2004-12-17,"2,012.1","2,032.85","2,037.7","2,007.2",86.24M,-1.04%
2004-12-20,"2,026.85","2,012.5","2,029.5","2,007.15",83.22M,0.73%
2004-12-21,"2,044.65","2,027.8","2,047.5","2,025.25",73.29M,0.88%
2004-12-22,"2,035.35","2,040.6","2,053.9","2,029.85",75.62M,-0.45%
2004-12-23,"2,045.15","2,035.6","2,049.3","2,031.9",57.03M,0.48%
2004-12-24,"2,062.7","2,045.35","2,065.6","2,045.3",68.45M,0.86%
2004-12-27,"2,062.6","2,061.6","2,079.05","2,046.25",73.52M,0.00%
2004-12-28,"2,071.35","2,063.6","2,074.6","2,060.05",85.66M,0.42%
2004-12-29,"2,069.6","2,071.55","2,086.15","2,062.35",68.72M,-0.08%
2004-12-30,"2,059.8","2,070.55","2,088.45","2,052.25",79.26M,-0.47%
2004-12-31,"2,080.5","2,059.85","2,083","2,059.85",60.14M,1.00%
2005-01-03,"2,115","2,080","2,118.6","2,080",70.51M,1.66%
2005-01-04,"2,103.75","2,116.95","2,120.15","2,100.55",72.72M,-0.53%
2005-01-05,"2,032.2","2,103.75","2,105.1","1,990.15",109.22M,-3.40%
2005-01-06,"1,998.35","2,031.55","2,035.65","1,984.25",94.32M,-1.67%
2005-01-07,"2,015.5","1,998.25","2,021.45","1,992.55",76.29M,0.86%
2005-01-10,"1,982","2,016.75","2,025.9","1,974.8",75.66M,-1.66%
2005-01-11,"1,952.05","1,982.7","1,988.9","1,947.35",70.27M,-1.51%
2005-01-12,"1,913.6","1,953.6","1,966.65","1,900.85",85.04M,-1.97%
2005-01-13,"1,954.55","1,922.5","1,963.4","1,916.95",80.90M,2.14%
2005-01-14,"1,931.1","1,954.9","1,961.4","1,922.85",86.21M,-1.20%
2005-01-17,"1,932.9","1,931.75","1,944.55","1,902.45",82.25M,0.09%
2005-01-18,"1,934.05","1,933.05","1,956.95","1,925.35",91.87M,0.06%
2005-01-19,"1,926.65","1,934.1","1,945.65","1,922.35",94.22M,-0.38%
2005-01-20,"1,925.3","1,928.1","1,940.95","1,900.05",96.60M,-0.07%
2005-01-24,"1,909","1,925.3","1,932.75","1,902.9",74.82M,-0.85%
2005-01-25,"1,931.85","1,908.85","1,934.25","1,894.4",88.57M,1.20%
2005-01-27,"1,955","1,931.9","1,961.75","1,929",135.72M,1.20%
2005-01-28,"2,008.3","1,955.25","2,014.25","1,950.85",106.73M,2.73%
2005-01-31,"2,057.6","2,008.45","2,060.4","2,006.35",137.98M,2.45%
2005-02-01,"2,059.85","2,057.75","2,072.5","2,045.25",135.57M,0.11%
2005-02-02,"2,052.25","2,062.15","2,074.5","2,045.5",89.99M,-0.37%
2005-02-03,"2,079.45","2,052.35","2,083.75","2,052.35",78.10M,1.33%
2005-02-04,"2,077.95","2,079.4","2,099.2","2,060.8",79.16M,-0.07%
2005-02-07,"2,055.1","2,097.45","2,098","2,049.85",62.13M,-1.10%
2005-02-08,"2,055.15","2,055","2,065","2,043.6",74.19M,0.00%
2005-02-09,"2,070","2,055.2","2,077.7","2,055.2",68.24M,0.72%
2005-02-10,"2,063.35","2,070.1","2,075.1","2,049.85",69.89M,-0.32%
2005-02-11,"2,082.05","2,063.35","2,084.5","2,063.35",84.99M,0.91%
2005-02-14,"2,098.25","2,083.05","2,110.15","2,083.05",86.45M,0.78%
2005-02-15,"2,089.95","2,098.25","2,101.6","2,081.2",60.94M,-0.40%
2005-02-16,"2,068.8","2,090","2,103.4","2,059.45",68.53M,-1.01%
2005-02-17,"2,061.9","2,069.1","2,069.15","2,045.85",63.85M,-0.33%
2005-02-18,"2,055.55","2,062.45","2,076.7","2,048.85",63.67M,-0.31%
2005-02-21,"2,043.2","2,055.15","2,065.75","2,039.9",46.92M,-0.60%
2005-02-22,"2,058.4","2,043.4","2,061.65","2,036.6",51.90M,0.74%
2005-02-23,"2,057.1","2,058.7","2,065.15","2,051.35",52.49M,-0.06%
2005-02-24,"2,055.3","2,057.75","2,070.5","2,052.4",76.50M,-0.09%
2005-02-25,"2,060.9","2,057.3","2,081.85","2,051.2",66.31M,0.27%
2005-02-28,"2,103.25","2,061.2","2,106.2","2,047.7",103.14M,2.05%
2005-03-01,"2,084.4","2,103.1","2,115.1","2,073.8",71.29M,-0.90%
2005-03-02,"2,093.25","2,084.6","2,096.35","2,080.55",78.60M,0.42%
2005-03-03,"2,128.85","2,093.4","2,132.75","2,093.35",84.30M,1.70%
2005-03-04,"2,148.15","2,129.1","2,152.75","2,129.1",78.28M,0.91%
2005-03-07,"2,160.1","2,148.25","2,166.85","2,143.05",86.79M,0.56%
2005-03-08,"2,168.95","2,160.65","2,173.85","2,154",78.38M,0.41%
2005-03-09,"2,160.8","2,169.1","2,183.45","2,141.35",81.07M,-0.38%
2005-03-10,"2,167.4","2,160.85","2,170.2","2,145.75",61.89M,0.31%
2005-03-11,"2,154","2,167.7","2,182.1","2,148.7",70.47M,-0.62%
2005-03-14,"2,146.35","2,153.8","2,164.15","2,140.9",73.88M,-0.36%
2005-03-15,"2,128.95","2,146.55","2,151.35","2,122",60.05M,-0.81%
2005-03-16,"2,125.55","2,129.35","2,158.9","2,121.1",75.51M,-0.16%
2005-03-17,"2,098.5","2,123.95","2,126.55","2,090.45",62.05M,-1.27%
2005-03-18,"2,109.15","2,097.75","2,112.25","2,077.2",83.95M,0.51%
2005-03-21,"2,096.6","2,117.95","2,124.8","2,089.35",62.13M,-0.60%
2005-03-22,"2,061.6","2,096.75","2,099","2,056.5",57.63M,-1.67%
2005-03-23,"2,026.4","2,061.2","2,067.45","2,019.85",91.45M,-1.71%
2005-03-24,"2,015.4","2,026.6","2,042.45","2,007.35",70.93M,-0.54%
2005-03-28,"2,029.45","2,015.75","2,046.85","2,015.25",51.85M,0.70%
2005-03-29,"1,983.85","2,029.4","2,032.65","1,971.55",69.69M,-2.25%
2005-03-30,"1,993.7","1,983.65","2,000.45","1,971.15",69.95M,0.50%
2005-03-31,"2,035.65","1,994.5","2,043.6","1,994.5",91.75M,2.10%
2005-04-01,"2,067.65","2,035.9","2,071.2","2,024.25",63.21M,1.57%
2005-04-04,"2,063.4","2,067.65","2,076.6","2,054.9",64.43M,-0.21%
2005-04-05,"2,052.55","2,063.2","2,077.95","2,043.7",54.69M,-0.53%
2005-04-06,"2,069.3","2,054","2,073.1","2,051.3",53.94M,0.82%
2005-04-07,"2,052.85","2,069.15","2,084.9","2,048.05",48.15M,-0.79%
2005-04-08,"2,031.2","2,053.05","2,057.5","2,024.8",42.15M,-1.05%
2005-04-11,"2,008.2","2,032.75","2,033","2,001.85",38.49M,-1.13%
2005-04-12,"2,024.95","2,002.75","2,027.8","2,002.75",35.57M,0.83%
2005-04-13,"2,025.45","2,024.9","2,038.85","2,018.1",44.91M,0.02%
2005-04-15,"1,956.3","2,022.5","2,022.5","1,952.75",64.72M,-3.41%
2005-04-18,"1,927.8","1,955.5","1,959.25","1,914.85",70.75M,-1.46%
2005-04-19,"1,909.4","1,927.9","1,961.15","1,902.8",61.37M,-0.95%
2005-04-20,"1,929.7","1,908.5","1,941.85","1,902.9",74.60M,1.06%
2005-04-21,"1,948.55","1,930.5","1,950","1,911.4",58.53M,0.98%
2005-04-22,"1,967.35","1,950.6","1,972.95","1,950",55.29M,0.96%
2005-04-25,"1,970.95","1,968.45","1,974.2","1,952.4",53.65M,0.18%
2005-04-26,"1,957.1","1,971.05","1,972.85","1,951.8",51.30M,-0.70%
2005-04-27,"1,935.4","1,959.45","1,962.2","1,930.35",62.04M,-1.11%
2005-04-28,"1,941.3","1,935.65","1,950.25","1,921.05",82.33M,0.30%
2005-04-29,"1,902.5","1,943.2","1,943.2","1,896.3",64.31M,-2.00%
2005-05-02,"1,916.75","1,903.1","1,925.6","1,898.15",60.56M,0.75%
2005-05-03,"1,920.7","1,916.95","1,940.1","1,911",51.92M,0.21%
2005-05-04,"1,942.6","1,920.5","1,944.45","1,920.15",48.18M,1.14%
2005-05-05,"1,963.3","1,942.6","1,973.35","1,942.05",53.02M,1.07%
2005-05-06,"1,977.5","1,962.3","1,984.4","1,947.3",52.72M,0.72%
2005-05-09,"2,000.75","1,978.05","2,003.15","1,978.05",51.49M,1.18%
2005-05-10,"1,994.3","2,001","2,007.8","1,989.1",56.04M,-0.32%
2005-05-11,"1,985.95","1,990.55","1,991.85","1,975.05",44.57M,-0.42%
2005-05-12,"1,993.15","1,985.95","1,999.85","1,981.95",36.13M,0.36%
2005-05-13,"1,988.3","1,992.5","1,992.75","1,978.9",36.65M,-0.24%
2005-05-16,"2,012.6","1,991.5","2,014.95","1,989.7",38.02M,1.22%
2005-05-17,"1,990.8","2,013.1","2,024.6","1,984.75",48.67M,-1.08%
2005-05-18,"1,982.75","1,990.65","1,990.95","1,964.65",51.57M,-0.40%
2005-05-19,"1,990.85","1,983.15","2,008.35","1,983.15",42.63M,0.41%
2005-05-20,"1,992.4","1,991.85","1,998.2","1,975.95",41.64M,0.08%
2005-05-23,"2,013.9","1,992.1","2,019.35","1,991.7",37.69M,1.08%
2005-05-24,"2,028.6","2,016","2,031.9","2,009.55",56.76M,0.73%
2005-05-25,"2,043.85","2,028.55","2,047.45","2,019",76.58M,0.75%
2005-05-26,"2,074.7","2,043.5","2,078.65","2,025.65",88.19M,1.51%
2005-05-27,"2,076.4","2,073.25","2,099.35","2,069.5",73.79M,0.08%
2005-05-30,"2,072.4","2,076.55","2,086.85","2,064.85",54.67M,-0.19%
2005-05-31,"2,087.55","2,072.5","2,091.75","2,066.55",45.87M,0.73%
2005-06-01,"2,087.55","2,087.8","2,097.6","2,081.2",58.90M,0.00%
2005-06-02,"2,064.65","2,087.85","2,093.45","2,062.55",50.47M,-1.10%
2005-06-03,"2,094.25","2,064.1","2,097.25","2,061.35",52.18M,1.43%
2005-06-04,"2,092.35","2,094.1","2,098.1","2,087",22.47M,-0.09%
2005-06-06,"2,092.8","2,092","2,109.1","2,087.4",42.75M,0.02%
