Date,Close,Open,High,Low,Vol.,Change %
2008-06-05,"4,676.95","4,586.95","4,690.6","4,536.25",168.87M,1.99%
2008-06-06,"4,627.8","4,680.55","4,746.3","4,614.25",132.09M,-1.05%
2008-06-09,"4,500.95","4,626.45","4,626.45","4,411.6",175.25M,-2.74%
2008-06-10,"4,449.8","4,522","4,522.55","4,369.8",165.41M,-1.14%
2008-06-11,"4,523.6","4,469.65","4,541.05","4,468.05",166.12M,1.66%
2008-06-12,"4,539.35","4,524.4","4,550","4,392",163.97M,0.35%
2008-06-13,"4,517.1","4,539.5","4,563.35","4,491.35",139.53M,-0.49%
2008-06-16,"4,572.5","4,536.3","4,617.7","4,536.3",111.42M,1.23%
2008-06-17,"4,653","4,572.5","4,664.05","4,561.75",107.12M,1.76%
2008-06-18,"4,582.4","4,652.8","4,679.75","4,569.9",136.86M,-1.52%
2008-06-19,"4,504.25","4,582.55","4,585.7","4,488.95",102.14M,-1.71%
2008-06-20,"4,347.55","4,504.2","4,532","4,333.6",133.10M,-3.48%
2008-06-23,"4,266.4","4,351.15","4,351.15","4,225.5",126.31M,-1.87%
2008-06-24,"4,191.1","4,271.05","4,305.9","4,156.1",132.37M,-1.76%
2008-06-25,"4,252.65","4,189.6","4,264.55","4,093.2",151.94M,1.47%
2008-06-26,"4,315.85","4,252.6","4,324.75","4,230",195.95M,1.49%
2008-06-27,"4,136.65","4,315.3","4,315.3","4,119.2",177.16M,-4.15%
2008-06-30,"4,040.55","4,136.25","4,163","4,021.7",144.49M,-2.32%
2008-07-01,"3,896.75","4,039.75","4,075.4","3,878.2",164.47M,-3.56%
2008-07-02,"4,093.35","3,895.3","4,107.15","3,848.25",199.76M,5.05%
2008-07-03,"3,925.75","4,094.6","4,097.35","3,874.85",154.49M,-4.09%
2008-07-04,"4,016","3,926.65","4,033.5","3,896.4",152.04M,2.30%
2008-07-07,"4,030","4,002","4,114.5","4,002",125.74M,0.35%
2008-07-08,"3,988.55","4,028.7","4,028.7","3,896.05",135.09M,-1.03%
2008-07-09,"4,157.1","3,990.9","4,169.4","3,990.9",144.53M,4.23%
2008-07-10,"4,162.2","4,155.65","4,187.95","4,110.4",146.41M,0.12%
2008-07-11,"4,049","4,166","4,215.5","4,014.45",136.82M,-2.72%
2008-07-14,"4,039.7","4,047.45","4,118.1","4,004.25",125.91M,-0.23%
2008-07-15,"3,861.1","4,039.3","4,040.7","3,835.5",141.87M,-4.42%
2008-07-16,"3,816.7","3,861.55","3,920.05","3,790.2",175.51M,-1.15%
2008-07-17,"3,947.2","3,823.15","3,968.75","3,823.15",179.94M,3.42%
2008-07-18,"4,092.25","3,962.95","4,110.55","3,926.3",175.07M,3.67%
2008-07-21,"4,159.5","4,092.2","4,168.15","4,072.75",136.66M,1.64%
2008-07-22,"4,240.1","4,158.45","4,262.45","4,137.95",165.65M,1.94%
2008-07-23,"4,476.8","4,246.7","4,491.55","4,246.7",233.62M,5.58%
2008-07-24,"4,433.55","4,476.2","4,539.45","4,385.85",176.95M,-0.97%
2008-07-25,"4,311.85","4,440.85","4,440.85","4,297.15",161.63M,-2.74%
2008-07-28,"4,332.1","4,282.25","4,352.65","4,282.25",111.11M,0.47%
2008-07-29,"4,189.85","4,332.2","4,332.2","4,159.15",125.81M,-3.28%
2008-07-30,"4,313.55","4,191.2","4,327","4,191.2",151.94M,2.95%
2008-07-31,"4,332.95","4,314.35","4,342","4,285.55",199.68M,0.45%
2008-08-01,"4,413.55","4,331.6","4,422.95","4,235.7",178.08M,1.86%
2008-08-04,"4,395.35","4,426.1","4,436.15","4,362.9",131.34M,-0.41%
2008-08-05,"4,502.85","4,395.8","4,515.15","4,376",193.93M,2.45%
2008-08-06,"4,517.55","4,506.25","4,615.9","4,503.9",175.50M,0.33%
2008-08-07,"4,523.85","4,515.25","4,580.15","4,493.7",133.71M,0.14%
2008-08-08,"4,529.5","4,518.35","4,546.35","4,464",114.20M,0.12%
2008-08-11,"4,620.4","4,529.35","4,625.2","4,529.35",112.94M,2.01%
2008-08-12,"4,552.25","4,620.95","4,649.85","4,525.75",123.23M,-1.47%
2008-08-13,"4,529.05","4,548.05","4,572.65","4,497.25",105.39M,-0.51%
2008-08-14,"4,430.7","4,524.2","4,529.8","4,421.25",94.98M,-2.17%
2008-08-18,"4,393.05","4,430.7","4,447.4","4,379.85",96.20M,-0.85%
2008-08-19,"4,368.25","4,393.1","4,393.7","4,316.55",96.48M,-0.56%
2008-08-20,"4,415.75","4,365.45","4,434.9","4,365.45",89.40M,1.09%
2008-08-21,"4,283.85","4,416.2","4,418.55","4,271.3",91.31M,-2.99%
2008-08-22,"4,327.45","4,283.85","4,337","4,248",101.44M,1.02%
2008-08-25,"4,335.35","4,317.95","4,398.8","4,317.95",79.24M,0.18%
2008-08-26,"4,337.5","4,335.2","4,345.05","4,283.3",86.26M,0.05%
2008-08-27,"4,292.1","4,336.85","4,364.25","4,282.65",84.38M,-1.05%
2008-08-28,"4,214","4,290.75","4,304.5","4,201.85",160.48M,-1.82%
2008-08-29,"4,360","4,230.6","4,368.8","4,230.6",111.46M,3.46%
2008-09-01,"4,348.65","4,356.1","4,365","4,281.35",82.97M,-0.26%
2008-09-02,"4,504","4,358.85","4,522.4","4,343.1",129.29M,3.57%
2008-09-04,"4,447.75","4,512.95","4,514.6","4,419.45",114.63M,-1.25%
2008-09-05,"4,352.3","4,444.7","4,444.7","4,328.9",108.53M,-2.15%
2008-09-08,"4,482.3","4,358.3","4,558","4,358.3",117.22M,2.99%
2008-09-09,"4,468.7","4,485.15","4,497.5","4,418.95",95.55M,-0.30%
2008-09-10,"4,400.25","4,467.5","4,467.5","4,382.35",134.79M,-1.53%
2008-09-11,"4,290.3","4,397.25","4,399.3","4,272.75",116.72M,-2.50%
2008-09-12,"4,228.45","4,291.6","4,323.9","4,200.15",145.75M,-1.44%
2008-09-15,"4,072.9","4,231.95","4,237.25","3,955.4",147.16M,-3.68%
2008-09-16,"4,074.9","4,072.55","4,090.1","3,919.35",159.50M,0.05%
2008-09-17,"4,008.25","4,074.8","4,116.7","3,974.6",153.24M,-1.64%
2008-09-18,"4,038.15","4,005.25","4,050.1","3,799.55",203.05M,0.75%
2008-09-19,"4,245.25","4,040.8","4,262.65","4,040.8",205.15M,5.13%
2008-09-22,"4,223.05","4,248.95","4,303.25","4,202.4",136.00M,-0.52%
2008-09-23,"4,126.9","4,223.9","4,224.7","4,117.9",125.53M,-2.28%
2008-09-24,"4,161.25","4,125.75","4,207.95","4,115.85",156.07M,0.83%
2008-09-25,"4,110.55","4,162.15","4,172.6","4,077.5",217.96M,-1.22%
2008-09-26,"3,985.25","4,108.75","4,110.7","3,970.35",133.85M,-3.05%
2008-09-29,"3,850.05","3,990.2","3,997.55","3,777.3",187.24M,-3.39%
2008-09-30,"3,921.2","3,848.7","3,966.85","3,715.05",217.10M,1.85%
2008-10-01,"3,950.75","3,921.85","4,000.5","3,861.25",149.83M,0.75%
2008-10-03,"3,818.3","3,953.55","3,969.55","3,804.85",172.52M,-3.35%
2008-10-06,"3,602.35","3,817.3","3,820.85","3,581.6",157.49M,-5.66%
2008-10-07,"3,606.6","3,606.95","3,732.65","3,537",210.22M,0.12%
2008-10-08,"3,513.65","3,604.4","3,604.4","3,329.45",228.58M,-2.58%
2008-10-10,"3,279.95","3,502.05","3,502.05","3,198.95",283.84M,-6.65%
2008-10-13,"3,490.7","3,272.9","3,510.2","3,272.9",195.17M,6.43%
2008-10-14,"3,518.65","3,494.1","3,648.25","3,491.5",177.53M,0.80%
2008-10-15,"3,338.4","3,517.9","3,518.5","3,324.55",163.72M,-5.12%
2008-10-16,"3,269.3","3,333.85","3,333.85","3,099.9",234.08M,-2.07%
2008-10-17,"3,074.35","3,269.05","3,335.95","3,046.6",193.32M,-5.96%
2008-10-20,"3,122.8","3,108.2","3,238.4","3,058.95",185.82M,1.58%
2008-10-21,"3,234.9","3,125.4","3,254.85","3,117.35",225.59M,3.59%
2008-10-22,"3,065.15","3,234.7","3,235.75","3,051.8",171.32M,-5.25%
2008-10-23,"2,943.15","3,064.8","3,085.1","2,917.15",234.03M,-3.98%
2008-10-24,"2,584","2,936.25","2,936.25","2,525.05",348.59M,-12.20%
2008-10-27,"2,524.2","2,583.75","2,585.3","2,252.75",341.12M,-2.31%
2008-10-28,"2,684.6","2,526.2","2,695.95","2,526.2",-,6.35%
2008-10-29,"2,697.05","2,685.3","2,781.25","2,631.9",361.64M,0.46%
2008-10-31,"2,885.6","2,696.3","2,921.35","2,696.3",320.46M,6.99%
2008-11-03,"3,043.85","2,885.4","3,062.05","2,885.4",240.43M,5.48%
2008-11-04,"3,142.1","3,050.25","3,152.3","2,985",304.61M,3.23%
2008-11-05,"2,994.95","3,155.75","3,240.55","2,971",305.69M,-4.68%
2008-11-06,"2,892.65","2,998.45","3,007.8","2,860.25",268.18M,-3.42%
2008-11-07,"2,973","2,893.25","3,010","2,860.1",246.64M,2.78%
2008-11-10,"3,148.25","2,973.3","3,161.25","2,973.3",250.70M,5.89%
2008-11-11,"2,938.65","3,147.2","3,147.2","2,919.45",221.65M,-6.66%
2008-11-12,"2,848.45","2,937.9","2,975.2","2,794.95",250.46M,-3.07%
2008-11-14,"2,810.35","2,848","2,938.8","2,778.8",256.74M,-1.34%
2008-11-17,"2,799.55","2,813.4","2,835.7","2,694.5",251.22M,-0.38%
2008-11-18,"2,683.15","2,802.45","2,802.45","2,664.3",220.18M,-4.16%
2008-11-19,"2,635","2,682.75","2,772.4","2,617.9",230.51M,-1.79%
2008-11-20,"2,553.15","2,634.2","2,634.2","2,502.9",204.79M,-3.11%
2008-11-21,"2,693.45","2,553.6","2,718.6","2,539.8",281.16M,5.50%
2008-11-24,"2,708.25","2,690.85","2,740.35","2,633.8",236.73M,0.55%
2008-11-25,"2,654","2,708.3","2,790.7","2,638.2",214.27M,-2.00%
2008-11-26,"2,752.25","2,652.45","2,762.6","2,643.35",269.95M,3.70%
2008-11-28,"2,755.1","2,745.7","2,779","2,690.3",296.32M,0.10%
2008-12-01,"2,682.9","2,755.15","2,832.85","2,669.5",257.84M,-2.62%
2008-12-02,"2,657.8","2,672.9","2,672.9","2,570.7",261.05M,-0.94%
2008-12-03,"2,656.45","2,657.5","2,693.65","2,611.95",282.54M,-0.05%
2008-12-04,"2,788","2,656.5","2,793.8","2,646.35",324.14M,4.95%
2008-12-05,"2,714.4","2,786.65","2,821.15","2,701.35",319.25M,-2.64%
2008-12-08,"2,784","2,714.7","2,861.55","2,714.7",311.40M,2.56%
2008-12-10,"2,928.25","2,785.7","2,940.15","2,785.7",370.60M,5.18%
2008-12-11,"2,920.15","2,934.05","2,945.3","2,861.55",352.21M,-0.28%
2008-12-12,"2,921.35","2,915.35","2,936.8","2,812.55",38.34M,0.04%
2008-12-15,"2,981.2","2,917.9","3,012.1","2,917.9",293.74M,2.05%
2008-12-16,"3,041.75","2,983.6","3,052.55","2,963.3",270.62M,2.03%
2008-12-17,"2,954.35","3,040.45","3,076.2","2,943.5",344.62M,-2.87%
2008-12-18,"3,060.75","2,955.35","3,072.55","2,922.65",377.03M,3.60%
2008-12-19,"3,077.5","3,063","3,106.8","3,036.3",386.31M,0.55%
2008-12-22,"3,039.3","3,077.25","3,110.45","3,027.8",315.83M,-1.24%
2008-12-23,"2,968.65","3,039.25","3,040","2,957.05",303.13M,-2.32%
2008-12-24,"2,916.85","2,967.4","2,968","2,900.45",380.46M,-1.74%
2008-12-26,"2,857.25","2,919.85","2,960.95","2,844.8",237.94M,-2.04%
2008-12-29,"2,922.2","2,857.15","2,931.8","2,812.9",335.17M,2.27%
2008-12-30,"2,979.5","2,922.55","2,999.15","2,899.75",302.75M,1.96%
2008-12-31,"2,959.15","2,979.8","3,002.65","2,937.35",288.83M,-0.68%
2009-01-01,"3,033.45","2,963.3","3,039.25","2,963.3",226.68M,2.51%
2009-01-02,"3,046.75","3,034.6","3,079.85","3,021.8",318.67M,0.44%
2009-01-05,"3,121.45","3,058.75","3,131.95","3,056.45",311.93M,2.45%
2009-01-06,"3,112.8","3,121.5","3,141.8","3,056.1",340.45M,-0.28%
2009-01-07,"2,920.4","3,112.8","3,147.2","2,888.2",686.89M,-6.18%
2009-01-09,"2,873","2,919.95","2,929.85","2,810.25",591.98M,-1.62%
2009-01-12,"2,773.1","2,868.85","2,869.2","2,748.55",382.11M,-3.48%
2009-01-13,"2,744.95","2,775","2,802.6","2,720.8",252.70M,-1.02%
2009-01-14,"2,835.3","2,748.4","2,853.25","2,748.4",217.30M,3.29%
2009-01-15,"2,736.7","2,832.3","2,832.3","2,701.75",214.28M,-3.48%
2009-01-16,"2,828.45","2,737","2,835.65","2,724.2",229.50M,3.35%
2009-01-19,"2,846.2","2,828.7","2,868.2","2,819.9",328.34M,0.63%
2009-01-20,"2,796.6","2,842.9","2,842.9","2,758",233.29M,-1.74%
2009-01-21,"2,706.15","2,777.4","2,787.3","2,690.2",220.07M,-3.23%
2009-01-22,"2,713.8","2,714.7","2,744.85","2,681.4",229.57M,0.28%
2009-01-23,"2,678.55","2,705.45","2,765.55","2,661.65",211.29M,-1.30%
2009-01-27,"2,771.35","2,686.05","2,777.3","2,685.25",218.65M,3.46%
2009-01-28,"2,849.5","2,771.1","2,855.4","2,765.6",274.48M,2.82%
2009-01-29,"2,823.95","2,849.35","2,873.85","2,795.35",330.75M,-0.90%
2009-01-30,"2,874.8","2,824.05","2,881","2,774.1",295.00M,1.80%
2009-02-02,"2,766.65","2,872.35","2,873.45","2,760.7",234.94M,-3.76%
2009-02-03,"2,783.9","2,773.5","2,831.7","2,752.9",252.55M,0.62%
2009-02-04,"2,803.05","2,780.7","2,842.2","2,780.7",204.15M,0.69%
2009-02-05,"2,780.05","2,802.75","2,816.8","2,754.85",178.48M,-0.82%
2009-02-06,"2,843.1","2,779.35","2,852.5","2,778.65",187.96M,2.27%
2009-02-09,"2,919.9","2,843.05","2,926.75","2,840.15",117.64M,2.70%
2009-02-10,"2,934.5","2,919.7","2,957.4","2,891.75",301.75M,0.50%
2009-02-11,"2,925.7","2,933","2,937.5","2,877.6",243.27M,-0.30%
2009-02-12,"2,893.05","2,927.4","2,939","2,886.55",214.71M,-1.12%
2009-02-13,"2,948.35","2,896.95","2,969.75","2,896.85",195.72M,1.91%
2009-02-16,"2,848.5","2,948.25","2,953.2","2,839.1",244.94M,-3.39%
2009-02-17,"2,770.5","2,853.85","2,854.65","2,757.3",191.43M,-2.74%
2009-02-18,"2,776.15","2,755.15","2,806.5","2,736.65",214.16M,0.20%
2009-02-19,"2,789.35","2,776.7","2,802.15","2,767.6",174.59M,0.48%
2009-02-20,"2,736.45","2,789.3","2,789.3","2,709.3",154.75M,-1.90%
2009-02-24,"2,733.9","2,737.25","2,746.2","2,677.55",182.64M,-0.09%
2009-02-25,"2,762.5","2,733.45","2,789.35","2,733.45",176.81M,1.05%
2009-02-26,"2,785.65","2,762.2","2,797.8","2,731.9",250.17M,0.84%
2009-02-27,"2,763.65","2,785.7","2,787.2","2,708.45",231.16M,-0.79%
2009-03-02,"2,674.6","2,764.6","2,764.6","2,659.55",194.23M,-3.22%
2009-03-03,"2,622.4","2,672.15","2,688.5","2,611.55",217.64M,-1.95%
2009-03-04,"2,645.2","2,611.95","2,655.7","2,611.95",202.95M,0.87%
2009-03-05,"2,576.7","2,645.9","2,663.9","2,564.1",244.86M,-2.59%
2009-03-06,"2,620.15","2,576.75","2,628.1","2,539.45",242.51M,1.69%
2009-03-09,"2,573.15","2,620.1","2,621.25","2,555.6",166.41M,-1.79%
2009-03-12,"2,617.45","2,574.5","2,646.1","2,574.5",213.79M,1.72%
2009-03-13,"2,719.25","2,616.6","2,726.15","2,616.6",263.89M,3.89%
2009-03-16,"2,777.25","2,716.05","2,781.95","2,701.95",263.13M,2.13%
2009-03-17,"2,757.45","2,776.35","2,805.6","2,738.7",288.78M,-0.71%
2009-03-18,"2,794.7","2,757.65","2,836.05","2,752.25",261.79M,1.35%
2009-03-19,"2,807.15","2,797.05","2,822.25","2,771.35",223.41M,0.45%
2009-03-20,"2,807.05","2,807.35","2,816.1","2,773.65",186.84M,0.00%
2009-03-23,"2,939.9","2,807.25","2,949.75","2,807.25",250.48M,4.73%
2009-03-24,"2,938.7","2,923.8","3,017.4","2,914.5",383.08M,-0.04%
2009-03-25,"2,984.35","2,938.8","2,996.5","2,923.3",383.65M,1.55%
2009-03-26,"3,082.25","2,982.25","3,103.35","2,982.25",416.18M,3.28%
2009-03-27,"3,108.65","3,079.4","3,123.35","3,055.9",323.36M,0.86%
2009-03-30,"2,978.15","3,108.75","3,110.2","2,962.4",275.78M,-4.20%
2009-03-31,"3,020.95","2,981.7","3,054.3","2,966.4",341.40M,1.44%
2009-04-01,"3,060.35","3,023.85","3,069.3","2,965.7",319.35M,1.30%
2009-04-02,"3,211.05","3,061.05","3,228.75","3,061.05",370.84M,4.92%
2009-04-06,"3,256.6","3,211.35","3,303.9","3,211.35",357.07M,1.42%
2009-04-08,"3,342.95","3,255.35","3,357.05","3,149.25",409.03M,2.65%
2009-04-09,"3,342.05","3,346","3,401.15","3,307.05",414.64M,-0.03%
2009-04-13,"3,382.6","3,342.2","3,417.8","3,334.15",331.53M,1.21%
2009-04-15,"3,484.15","3,381.45","3,497.55","3,311.8",458.49M,3.00%
2009-04-16,"3,369.5","3,484.35","3,511.25","3,354.2",559.55M,-3.29%
2009-04-17,"3,384.4","3,369.5","3,489.85","3,359.25",491.16M,0.44%
2009-04-20,"3,377.1","3,384.75","3,441.1","3,339.45",341.80M,-0.22%
2009-04-21,"3,365.3","3,376.85","3,414.7","3,309.35",344.67M,-0.35%
2009-04-22,"3,330.3","3,364.6","3,401.1","3,296.9",327.29M,-1.04%
2009-04-23,"3,423.7","3,330.5","3,439.9","3,310.5",312.63M,2.80%
2009-04-24,"3,480.75","3,423.6","3,491.35","3,402.9",306.13M,1.67%
2009-04-27,"3,470","3,481.3","3,517.25","3,435.3",315.94M,-0.31%
2009-04-28,"3,362.35","3,469.5","3,471.95","3,351.5",287.14M,-3.10%
2009-04-29,"3,473.95","3,371.65","3,486.4","3,366.7",483.58M,3.32%
2009-05-04,"3,654","3,478.7","3,664.5","3,478.7",363.87M,5.18%
2009-05-05,"3,661.9","3,664.5","3,682.2","3,618.75",442.07M,0.22%
2009-05-06,"3,625.05","3,662","3,717.05","3,608.65",408.10M,-1.01%
2009-05-07,"3,683.9","3,617.15","3,692.05","3,617.15",326.30M,1.62%
2009-05-08,"3,620.7","3,681.8","3,711.25","3,582.85",291.29M,-1.72%
2009-05-11,"3,554.6","3,615.75","3,660.2","3,534.55",285.34M,-1.83%
2009-05-12,"3,681.1","3,554.65","3,691.65","3,534.2",366.06M,3.56%
2009-05-13,"3,635.25","3,668.75","3,709.6","3,610.2",354.31M,-1.25%
2009-05-14,"3,593.45","3,631.9","3,631.9","3,537.6",288.15M,-1.15%
2009-05-15,"3,671.65","3,597.85","3,686.25","3,597.85",300.88M,2.18%
2009-05-18,"4,323.15","3,673.15","4,384.3","3,673.15",2.77M,17.74%
2009-05-19,"4,318.45","4,324.95","4,509.4","4,167.65",670.98M,-0.11%
2009-05-20,"4,270.3","4,318.75","4,362.85","4,244.7",471.34M,-1.11%
2009-05-21,"4,210.9","4,270.35","4,319","4,199.2",353.07M,-1.39%
2009-05-22,"4,238.5","4,211.85","4,249.5","4,155.85",284.16M,0.66%
2009-05-25,"4,237.55","4,238.1","4,270.05","4,205.1",299.30M,-0.02%
2009-05-26,"4,116.7","4,239.55","4,256.05","4,092.25",308.74M,-2.85%
2009-05-27,"4,276.05","4,117.3","4,286.45","4,115.25",353.50M,3.87%
2009-05-28,"4,337.1","4,276.15","4,354.85","4,254.85",460.44M,1.43%
2009-05-29,"4,448.95","4,340.75","4,488.05","4,340.75",506.80M,2.58%
2009-06-01,"4,529.9","4,450.4","4,545.4","4,450.4",464.26M,1.82%
2009-06-02,"4,525.25","4,530.45","4,586.4","4,451.3",396.33M,-0.10%
2009-06-03,"4,530.7","4,525.5","4,574.9","4,478.6",415.83M,0.12%
2009-06-04,"4,572.65","4,530.3","4,582.2","4,453.45",424.05M,0.93%
2009-06-05,"4,586.9","4,573.3","4,636.85","4,561.95",409.91M,0.31%
2009-06-08,"4,429.9","4,582.35","4,611.4","4,404.65",370.09M,-3.42%
2009-06-09,"4,550.95","4,427.75","4,562.45","4,365.1",414.28M,2.73%
2009-06-10,"4,655.25","4,551.7","4,688.95","4,551.7",392.19M,2.29%
2009-06-11,"4,637.7","4,657.4","4,679.55","4,586.15",391.60M,-0.38%
2009-06-12,"4,583.4","4,637.55","4,693.2","4,566.15",351.58M,-1.17%
2009-06-15,"4,484","4,584.65","4,601.05","4,469.6",322.45M,-2.17%
2009-06-16,"4,517.8","4,478.1","4,537.95","4,405.95",320.01M,0.75%
2009-06-17,"4,356.15","4,515.35","4,517.8","4,332.8",339.45M,-3.58%
2009-06-18,"4,251.4","4,352.95","4,375.3","4,222.15",373.40M,-2.40%
2009-06-19,"4,313.6","4,251.1","4,326.2","4,206.7",350.07M,1.46%
2009-06-22,"4,235.25","4,314.2","4,352.25","4,221.9",270.81M,-1.82%
2009-06-23,"4,247","4,223.3","4,267.45","4,143.25",339.99M,0.28%
2009-06-24,"4,292.95","4,247.3","4,307","4,218.25",311.20M,1.08%
2009-06-25,"4,241.85","4,293.85","4,337.95","4,221.15",407.99M,-1.19%
2009-06-26,"4,375.5","4,243.95","4,383.75","4,243.95",284.57M,3.15%
2009-06-29,"4,390.95","4,375.4","4,439.95","4,350.9",293.32M,0.35%
2009-06-30,"4,291.1","4,391.5","4,426.75","4,267.35",336.65M,-2.27%
2009-07-01,"4,340.9","4,292.3","4,362.3","4,249.7",289.98M,1.16%
2009-07-02,"4,348.85","4,373.5","4,383.65","4,288.75",259.08M,0.18%
2009-07-03,"4,424.25","4,347.3","4,434.45","4,298.95",224.68M,1.73%
2009-07-06,"4,165.7","4,429.6","4,479.8","4,133.7",365.74M,-5.84%
2009-07-07,"4,202.15","4,166","4,231.8","4,155.5",290.92M,0.87%
2009-07-08,"4,078.9","4,201.85","4,201.85","4,061.1",339.58M,-2.93%
2009-07-09,"4,080.95","4,078.75","4,114.9","4,039.85",406.36M,0.05%
2009-07-10,"4,003.9","4,081.4","4,129.95","3,976.8",303.00M,-1.89%
2009-07-13,"3,974.05","4,003.4","4,003.4","3,918.75",273.19M,-0.75%
2009-07-14,"4,111.4","3,974.1","4,128.9","3,974.1",242.08M,3.46%
2009-07-15,"4,233.5","4,120.8","4,249.55","4,118.75",254.61M,2.97%
2009-07-16,"4,231.4","4,223.5","4,305","4,205.5",292.29M,-0.05%
2009-07-17,"4,374.95","4,231.45","4,390.4","4,230.15",250.23M,3.39%
2009-07-20,"4,502.25","4,377.9","4,510.3","4,377.9",280.31M,2.91%
2009-07-21,"4,469.1","4,501.5","4,524","4,436.6",311.98M,-0.74%
2009-07-22,"4,398.9","4,469.3","4,557.95","4,380.45",337.80M,-1.57%
2009-07-23,"4,523.75","4,409.7","4,532.4","4,405.95",273.05M,2.84%
2009-07-24,"4,568.55","4,524.8","4,578.75","4,504.85",351.26M,0.99%
2009-07-27,"4,572.3","4,568.65","4,596.75","4,528.5",277.02M,0.08%
2009-07-28,"4,564.1","4,572.8","4,599.9","4,529.15",382.34M,-0.18%
2009-07-29,"4,513.5","4,565.8","4,573.85","4,420.8",368.04M,-1.11%
2009-07-30,"4,571.45","4,513.1","4,582.35","4,474.5",338.98M,1.28%
2009-07-31,"4,636.45","4,571.6","4,669.75","4,571.6",300.44M,1.42%
2009-08-03,"4,711.4","4,633.8","4,723.75","4,617.75",277.00M,1.62%
2009-08-04,"4,680.5","4,706.25","4,731.45","4,642.6",322.87M,-0.66%
2009-08-05,"4,694.15","4,680.95","4,717.2","4,629.85",244.64M,0.29%
2009-08-06,"4,585.5","4,694.35","4,718.15","4,559.2",278.15M,-2.31%
2009-08-07,"4,481.4","4,591.9","4,591.9","4,463.95",266.87M,-2.27%
2009-08-10,"4,437.65","4,486.5","4,562.5","4,399.85",284.08M,-0.98%
2009-08-11,"4,471.35","4,435","4,510.8","4,398.9",250.13M,0.76%
2009-08-12,"4,457.5","4,473.8","4,473.8","4,359.4",274.15M,-0.31%
2009-08-13,"4,605","4,458.55","4,614.15","4,458.55",253.54M,3.31%
2009-08-14,"4,580.05","4,605.15","4,619","4,559.35",222.99M,-0.54%
2009-08-17,"4,387.9","4,578.8","4,578.8","4,374.6",252.33M,-4.20%
2009-08-18,"4,458.9","4,389.5","4,491.45","4,372.65",265.22M,1.62%
2009-08-19,"4,394.1","4,457.75","4,477.55","4,353.45",254.67M,-1.45%
2009-08-20,"4,453.45","4,394.35","4,492.8","4,394.35",166.60M,1.35%
2009-08-21,"4,528.8","4,453.45","4,538.7","4,400.9",185.70M,1.69%
2009-08-24,"4,642.8","4,536.95","4,656.3","4,536.95",207.90M,2.52%
2009-08-25,"4,659.35","4,641.65","4,672.9","4,582.5",249.00M,0.36%
2009-08-26,"4,680.85","4,659.45","4,697.8","4,659.1",208.84M,0.46%
2009-08-27,"4,688.2","4,679","4,707.9","4,645.15",231.00M,0.16%
2009-08-28,"4,732.35","4,688.4","4,743.75","4,651.4",285.80M,0.94%
2009-08-31,"4,662.1","4,730.85","4,730.85","4,635",355.95M,-1.48%
2009-09-01,"4,625.35","4,662.2","4,735.9","4,600.65",332.64M,-0.79%
2009-09-02,"4,608.35","4,624","4,650.45","4,576.6",265.75M,-0.37%
2009-09-03,"4,593.55","4,608.75","4,647.35","4,581.05",245.96M,-0.32%
2009-09-04,"4,680.4","4,608.7","4,697.2","4,580.35",243.56M,1.89%
2009-09-07,"4,782.9","4,682.4","4,790","4,679.3",243.16M,2.19%
2009-09-08,"4,805.25","4,782.85","4,842.2","4,782.65",310.69M,0.47%
2009-09-09,"4,814.25","4,804.9","4,825.05","4,783.5",239.16M,0.19%
2009-09-10,"4,819.4","4,814.35","4,889.05","4,807.9",235.71M,0.11%
2009-09-11,"4,829.55","4,819.4","4,856.15","4,791.55",236.39M,0.21%
2009-09-14,"4,808.6","4,830.35","4,832.25","4,786.25",168.56M,-0.43%
2009-09-15,"4,892.1","4,808.35","4,899.45","4,808.35",215.33M,1.74%
2009-09-16,"4,958.4","4,894.65","4,966.3","4,894.65",240.10M,1.36%
2009-09-17,"4,965.55","4,958.55","5,003.05","4,944.15",270.02M,0.14%
2009-09-18,"4,976.05","4,963.95","4,980.85","4,931.9",222.10M,0.21%
2009-09-22,"5,020.2","4,977.1","5,036.3","4,977.1",189.01M,0.89%
2009-09-23,"4,969.95","5,019.95","5,030.75","4,957.05",213.35M,-1.00%
2009-09-24,"4,986.55","4,977.15","5,016.7","4,904.05",266.93M,0.33%
2009-09-25,"4,958.95","4,985.1","4,994.35","4,931.25",179.96M,-0.55%
2009-09-29,"5,006.85","4,959.15","5,020.25","4,959.1",174.80M,0.97%
2009-09-30,"5,083.95","5,007.65","5,087.6","5,004.35",184.79M,1.54%
2009-10-01,"5,083.4","5,087.2","5,110.5","5,057.05",224.76M,-0.01%
2009-10-05,"5,003.2","5,076.05","5,076.05","4,991.95",239.34M,-1.58%
2009-10-06,"5,027.4","5,003.65","5,034.7","4,921.05",367.28M,0.48%
2009-10-07,"4,985.75","5,031.7","5,077","4,972.95",266.22M,-0.83%
2009-10-08,"5,002.25","5,011.25","5,043.05","4,971.75",294.68M,0.33%
2009-10-09,"4,945.2","4,993","5,032.6","4,934.55",215.44M,-1.14%
2009-10-12,"5,054.25","4,945.45","5,068.05","4,945.45",187.30M,2.21%
2009-10-14,"5,118.2","5,054.35","5,127.4","5,054.35",243.36M,1.27%
2009-10-15,"5,108.85","5,118.55","5,152.25","5,077.1",258.10M,-0.18%
