Date,Open,High,Low,Close
2000-05-22,301.08,301.53,300.23,300.88
2000-05-23,302.73,303.56,302.06,303.46
2000-05-24,302.35,302.59,300.34,300.91
2000-05-25,300.5,301.21,299.92,300.53
2000-05-26,299.14,299.87,297.82,298.49
2000-05-29,298.71,299.38,298.45,299.08
2000-05-30,299.34,300.47,298.88,299.91
2000-05-31,296.9,297.51,295.04,295.37
2000-06-01,294.95,295.08,293.3,294.21
2000-06-02,292.63,293.51,291.53,292.52
2000-06-05,292.5,293.63,292.29,293.13
2000-06-06,295.11,297.29,294.67,296.68
2000-06-07,297.09,297.93,296.33,297.23
2000-06-08,297.79,298.09,296.64,297.24
2000-06-09,296.46,296.57,294.88,295.34
2000-06-12,295.42,296.15,294.92,295.38
2000-06-13,294.9,295.57,294.25,294.51
2000-06-14,295.99,296.74,295.5,296.39
2000-06-15,295.53,296.77,295.2,295.95
2000-06-16,295.56,296.28,294.94,295.22
2000-06-19,296.15,297.45,295.85,297.03
2000-06-20,298.02,298.98,297.84,298.48
2000-06-21,299.65,300.59,299.44,300.04
2000-06-22,301.07,303.46,300.82,302.86
2000-06-23,303.35,304.1,302.74,303.14
2000-06-26,302.04,302.8,300.43,300.67
2000-06-27,299.98,300.32,299.2,299.85
2000-06-28,299.81,300.06,299.1,299.64
2000-06-29,298.89,300.23,298.42,298.73
2000-06-30,298.51,299.02,296.84,297.47
2000-07-03,297.65,298.46,297.14,298.22
2000-07-04,297.29,297.88,296.3,296.81
2000-07-05,295.79,296.38,294.37,294.79
2000-07-06,294.28,294.46,293.3,293.83
2000-07-07,292.38,292.83,291.66,291.97
2000-07-10,293.1,294.48,293.03,293.76
2000-07-11,293.88,294.59,293.74,293.98
2000-07-12,293.12,293.45,291.7,292.32
2000-07-13,292.91,294.71,292.47,293.12
2000-07-14,294.18,294.98,293.63,294.51
2000-07-17,294.04,294.61,292.77,293.65
2000-07-18,295.74,296.75,295.14,296.29
2000-07-19,294.24,295.17,293.89,294.28
2000-07-20,293.56,294.63,293.33,293.81
2000-07-21,292.11,292.33,290.01,290.29
2000-07-24,290.84,291.31,290.43,291.04
2000-07-25,289.78,290.08,288.72,289.05
2000-07-26,289.36,289.55,288.68,289.02
2000-07-27,290.22,291.11,290,290.78
2000-07-28,290.9,291.83,290.39,290.98
2000-07-31,291.48,292.07,291.02,291.57
2000-08-01,292.91,293.9,292.34,293.65
2000-08-02,293.46,294.51,293.37,293.95
2000-08-03,294.93,296.73,294.55,296.01
2000-08-04,294.94,295.47,294.41,294.53
2000-08-07,293.55,293.69,292.74,292.93
2000-08-08,294.05,295.37,293.86,294.95
2000-08-09,296.49,297.76,296.36,297.53
2000-08-10,296.4,297.03,294.67,295.07
2000-08-11,294.73,295.4,294.11,295.07
2000-08-14,293.26,293.5,292.04,292.25
2000-08-15,293.23,293.65,292.56,293.19
2000-08-16,294.05,295.15,293.57,294.39
2000-08-17,294.64,295.15,294.44,294.58
2000-08-18,296.24,297.33,295.55,296.99
2000-08-21,296.63,297.52,295.98,296.43
2000-08-22,298.01,298.94,297.96,298.71
2000-08-23,299.59,301.85,299.46,301.04
2000-08-24,301.44,302.1,300.98,301.65
2000-08-25,302.31,302.76,301.63,302.13
2000-08-28,303.68,304.72,303.62,304.22
2000-08-29,306.46,307.51,306.05,307.43
2000-08-30,306.19,306.81,305.3,305.53
2000-08-31,306.19,306.93,305.73,306.32
2000-09-01,306.33,307.58,306.02,306.66
2000-09-04,307.45,308.03,307.2,307.7
2000-09-05,308.05,308.94,307.32,308.63
2000-09-06,310.55,312.07,310.29,311.66
2000-09-07,313.36,315.02,312.65,314.31
2000-09-08,313.96,314.14,312.69,313.07
2000-09-11,315.01,315.72,314.15,315.52
2000-09-12,313.16,313.47,311.37,311.94
2000-09-13,312.34,312.54,311.45,312.26
2000-09-14,311.33,311.6,310,310.43
2000-09-15,311.96,312.97,311.47,312.97
2000-09-18,313.09,313.82,312.87,313.44
2000-09-19,312.37,312.9,312.04,312.41
2000-09-20,313.39,314.53,312.88,314.19
2000-09-21,311.26,312.04,310.51,310.83
2000-09-22,305.38,305.65,301.92,302.51
2000-09-25,303.25,304.44,302.94,303.87
2000-09-26,302.93,303.68,302.38,302.59
2000-09-27,303.23,303.83,302.47,303.36
2000-09-28,303.99,304.29,303.32,303.94
2000-09-29,300.87,301.21,299.78,300.18
2000-10-02,300.67,300.94,299.74,300.26
2000-10-03,300.28,300.91,299.91,300.25
2000-10-04,299.51,299.86,298.84,299.07
2000-10-05,300.62,301.28,300.19,301.2
2000-10-06,302.03,302.73,301.86,302.47
2000-10-09,301.78,302.28,301.53,302.02
2000-10-10,303.03,304.42,302.79,304.19
2000-10-11,303.89,304.48,303.3,304.21
2000-10-12,302.76,303.54,302.21,302.91
2000-10-13,305.9,306.71,305.41,306.43
2000-10-16,305.87,306.27,305.14,305.67
2000-10-17,305.98,306.43,305.54,305.85
2000-10-18,307.07,309.04,306.48,308.29
2000-10-19,306.59,306.81,305.23,305.46
2000-10-20,304.33,304.71,303.25,303.8
2000-10-23,305.04,306.32,304.83,306.21
2000-10-24,307.59,308.25,307.06,308.24
2000-10-25,308.9,309.61,308.12,308.79
2000-10-26,308.25,308.98,307.64,307.98
2000-10-27,306.6,306.75,305.18,305.55
2000-10-30,304.93,305.13,303.79,304.38
2000-10-31,303.64,304.02,302.72,303.07
2000-11-01,303.96,304.71,303.48,304.17
2000-11-02,305.19,305.73,304.6,305.42
2000-11-03,306.19,307.75,304.78,307.21
2000-11-06,308,308.89,307.26,308.03
2000-11-07,308.69,309.52,308.45,309.37
2000-11-08,310.12,310.61,309.22,310.14
2000-11-09,307.97,308.28,306.75,307.1
2000-11-10,307.78,308.03,306.96,307.41
2000-11-13,306.6,307.5,306.34,307.23
2000-11-14,307.82,307.98,307.02,307.2
2000-11-15,306.13,306.38,305.14,305.3
2000-11-16,305.86,306.23,305.46,305.95
2000-11-17,306.42,307.14,306.22,306.89
2000-11-20,304.46,304.49,302.6,303
2000-11-21,303.8,304.54,303.31,303.95
2000-11-22,304.25,305.05,303.86,304.02
2000-11-23,305.53,305.98,305.17,305.62
2000-11-24,303.9,304.08,302.24,302.75
2000-11-27,301.2,301.85,300.47,301.11
2000-11-28,301.53,302.21,301.27,301.96
2000-11-29,300.56,300.87,299,299.22
2000-11-30,299.3,300.05,298.53,299.49
2000-12-01,295.74,295.86,293.74,294.33
2000-12-04,294.08,295.21,293.52,294.12
2000-12-05,295.69,296.65,295.21,295.94
2000-12-06,295.38,296.42,295,295.7
2000-12-07,295.96,296.28,295.12,295.79
2000-12-08,294.74,294.99,293.64,294.3
2000-12-11,294.39,295.73,294.29,295.39
2000-12-12,294.1,294.23,292.87,293.18
2000-12-13,292.11,292.26,290.72,291.2
2000-12-14,289.07,289.31,287.92,288.47
2000-12-15,288.17,288.4,286.99,287.43
2000-12-18,288.68,289.46,288.06,289.16
2000-12-19,288.01,288.82,287.61,287.82
2000-12-20,286.53,286.66,285.14,285.39
2000-12-21,285.97,286.9,285.49,286.23
2000-12-22,284.92,285.14,283.6,283.66
2000-12-25,283.82,283.94,283.33,283.67
2000-12-26,282.11,282.25,280.91,281.08
2000-12-27,279.79,279.86,278.83,279.02
2000-12-28,278.11,278.24,277.37,277.79
2000-12-29,276.43,276.67,275.37,275.96
2001-01-01,276.89,277.2,276.65,276.74
2001-01-02,276.27,276.53,275.3,275.76
2001-01-03,279.71,281.71,279.23,281.63
2001-01-04,276.15,276.24,272.75,272.82
2001-01-05,271.08,271.21,269.45,269.71
2001-01-08,271.82,273.22,271.75,272.9
2001-01-09,271.7,272.37,270.84,270.88
2001-01-10,272.56,273.77,272.24,273.24
2001-01-11,270.19,270.42,268.09,268.19
2001-01-12,268.57,269.15,267.64,267.87
2001-01-15,268.19,268.67,267.41,268.07
2001-01-16,270.38,272.49,270.12,271.73
2001-01-17,269.6,270.83,268.64,268.67
2001-01-18,269.9,270.97,268.94,270.48
2001-01-19,272.7,274.22,272.22,274.11
2001-01-22,274.65,275.82,274.44,275.17
2001-01-23,274.33,274.35,272.91,273.61
2001-01-24,274.46,275.06,273.2,274.22
2001-01-25,274.33,276.1,274.02,275.26
2001-01-26,274.92,275.54,274.17,274.46
2001-01-29,275.85,277.44,275.65,277.01
2001-01-30,277.15,278.14,276.57,277.56
2001-01-31,276.15,276.35,274.86,275.11
2001-02-01,275.55,276.83,275.06,276.39
2001-02-02,276.6,277.36,276.1,276.63
2001-02-05,277.81,278.82,277.11,278.6
2001-02-06,280.3,280.97,279.66,280.6
2001-02-07,279,279.23,277.14,277.51
2001-02-08,278.04,279.11,277.59,278.16
2001-02-09,276.58,276.98,275.01,275.35
2001-02-12,274.58,274.74,273.93,274.38
2001-02-13,276.15,277.71,275.87,277.4
2001-02-14,277.6,278.23,277.2,278.08
2001-02-15,280.63,282.42,280.42,282.32
2001-02-16,281.11,281.84,280.04,280.38
2001-02-19,279.71,280.11,279.02,279.24
2001-02-20,279.9,281.52,279.59,280.74
2001-02-21,280.45,281.05,279,279.72
2001-02-22,278.7,279.72,278.15,278.34
2001-02-23,278.08,279.11,277.42,278.52
2001-02-26,279.21,279.8,278.43,278.81
2001-02-27,279.88,280.36,279.4,279.84
2001-02-28,277.71,278.03,275.91,276.18
2001-03-01,274.91,275.23,274.3,274.51
2001-03-02,270.77,270.85,268.5,268.84
2001-03-05,269.3,270.02,268.75,269.57
2001-03-06,269.14,270.26,268.95,269.2
2001-03-07,268.97,269.24,267.53,268.01
2001-03-08,267.95,268.66,267.48,268.07
2001-03-09,268.37,269.04,268.12,268.54
2001-03-12,267.83,267.99,266.66,267.18
2001-03-13,269.8,271.17,269.55,271.14
2001-03-14,269.31,269.99,267.81,268.09
2001-03-15,268.62,269.43,267.47,267.97
2001-03-16,267.43,267.92,266.73,266.92
2001-03-19,266.77,267.83,266.24,266.83
2001-03-20,266.71,267.49,266.41,266.9
2001-03-21,266.5,266.95,264.98,266.08
2001-03-22,266.36,266.98,265.63,266.64
2001-03-23,267.57,268.39,267.32,268.19
2001-03-26,266.53,267.12,266.16,266.98
2001-03-27,268.17,269.04,267.79,269.04
2001-03-28,268.46,269.24,267.78,268.45
2001-03-29,267.5,267.64,266.2,266.41
2001-03-30,264.82,264.93,262.37,262.5
2001-04-02,261.31,261.91,260.68,260.85
2001-04-03,260.58,261.58,260.17,260.83
2001-04-04,260.74,261.21,260.09,260.74
2001-04-05,263.42,264.72,262.94,264.5
2001-04-06,263.65,263.78,262.04,263.49
2001-04-09,261.38,261.45,260.41,261.04
2001-04-10,262.87,264.14,262.8,263.92
2001-04-11,263.13,263.61,262.53,262.64
2001-04-12,263.69,265.56,263.65,264.69
2001-04-13,263.95,264.08,263.38,263.78
2001-04-16,263.29,263.7,262.99,263.43
2001-04-17,265.24,267.04,265.24,266.67
2001-04-18,268.72,270.46,268.69,270.02
2001-04-19,269.05,270.03,268.64,269.55
2001-04-20,267.71,267.88,266.16,266.48
2001-04-23,269.22,269.74,268.08,269.68
2001-04-24,268.97,269.09,268,268.36
2001-04-25,267.39,267.88,267.22,267.59
2001-04-26,266.21,266.39,264.76,264.99
2001-04-27,264.71,265.26,263.87,264.7
2001-04-30,265.45,266.38,265.41,266.06
2001-05-01,267.51,268.94,267.51,268.67
2001-05-02,269.67,270.41,269.29,270.18
2001-05-03,269.95,270.9,269.77,270.47
2001-05-04,270.14,270.73,269.73,270.05
2001-05-07,270.2,270.8,269.93,270.66
2001-05-08,272.05,272.31,271.09,272.09
2001-05-09,270.95,271.04,270.13,270.27
2001-05-10,269.52,269.85,269.02,269.33
2001-05-11,270,270.83,269.68,270.26
2001-05-14,269.2,269.45,268.62,268.67
2001-05-15,268.03,268.16,267.52,267.65
2001-05-16,267.15,267.17,266.12,266.59
2001-05-17,268.02,268.75,267.81,268.69
2001-05-18,266.85,266.95,265.98,266.14
2001-05-21,267.07,268.1,267.02,267.94
2001-05-22,269.47,270.24,269,270.04
2001-05-23,274.63,278.28,274.63,277.8
2001-05-24,278.37,279.58,278.1,278.7
2001-05-25,275.95,276.39,275.37,275.45
2001-05-28,275.21,275.33,274.6,274.68
2001-05-29,275.97,277.59,275.87,277.5
2001-05-30,276.29,276.53,275.75,276.01
2001-05-31,278.57,281.11,278.57,280.43
2001-06-01,280.14,280.87,279.99,280.04
2001-06-04,280.36,280.8,279.49,280.51
2001-06-05,279.26,279.41,277.37,277.41
2001-06-06,279.67,280.08,278.97,279.8
2001-06-07,280.44,280.81,280.12,280.24
2001-06-08,280.68,281.09,280.22,280.42
2001-06-11,278.92,279.15,277.93,278.38
2001-06-12,278.41,278.74,277.86,278.09
2001-06-13,276.22,276.22,275.38,275.79
2001-06-14,275.42,276.27,275.07,275.74
2001-06-15,273.07,273.49,271.39,271.52
2001-06-18,271.15,271.36,270.62,270.84
2001-06-19,271.98,272.88,271.67,272.68
2001-06-20,271.88,272.25,270.91,271.12
2001-06-21,268.09,268.36,267.66,267.66
2001-06-22,268.01,268.66,267.82,267.96
2001-06-25,268.6,269.25,268.48,269.18
2001-06-26,268.86,269.21,268.52,268.61
2001-06-27,267.86,268.01,267.2,267.59
2001-06-28,268.66,269.4,268.06,269.18
2001-06-29,268.1,268.93,267.82,267.91
2001-07-02,268.45,269.12,268.14,268.89
2001-07-03,269.99,270.2,269.32,269.48
2001-07-04,269.36,269.69,268.99,269.43
2001-07-05,268.64,268.76,267.64,268.05
2001-07-06,266.73,266.79,265.64,265.75
2001-07-09,266.8,267.4,266.74,267.14
2001-07-10,266.57,266.65,265.84,266.25
2001-07-11,267.67,268.7,267.11,268.34
2001-07-12,269.3,270.27,269.03,269.81
2001-07-13,268.66,268.82,267.71,267.76
2001-07-16,267.56,267.63,266.89,267.05
2001-07-17,267.37,268.09,267.12,267.56
2001-07-18,266.62,267.31,265.9,266.93
2001-07-19,266.77,267.72,266.77,267.54
2001-07-20,267.83,268.55,267.35,268.34
2001-07-23,267.12,267.16,266.13,266.14
2001-07-24,266.41,266.73,266.05,266.41
2001-07-25,266.03,266.62,265.78,266.33
2001-07-26,266.39,266.82,266.11,266.44
2001-07-27,266.88,267.61,266.65,267.2
2001-07-30,267.41,267.46,263.24,263.69
2001-07-31,263.74,264.67,263.63,263.91
2001-08-01,264.26,264.48,262.98,263.51
2001-08-02,264.19,266.09,263.28,265.5
2001-08-03,265.1,266.63,264.96,265.7
2001-08-06,265.67,266.9,265,266.38
2001-08-07,266.36,267.86,266.21,267.63
2001-08-08,267.77,269.34,266.95,267.12
2001-08-09,267.37,270.11,266.22,269.36
2001-08-10,268.79,269.58,267.71,269.19
2001-08-13,268.96,270,267.81,268.24
2001-08-14,268.13,270.37,266.75,268.56
2001-08-15,268.62,272.65,268.44,271.69
2001-08-16,271.1,271.61,269.36,269.63
2001-08-17,270.27,270.29,268.41,269.32
2001-08-20,269.3,269.85,268.32,268.65
2001-08-21,268.76,271.01,268.31,270.03
2001-08-22,269.67,270.3,268.39,269.08
2001-08-23,269.13,270.65,268.54,270.22
2001-08-24,270.39,271.14,269.85,270.43
2001-08-27,269.63,270.89,269.59,270.8
2001-08-28,270.99,271.49,268.6,269.44
2001-08-29,269.85,271.68,269.29,269.55
2001-08-30,270.04,271.53,269.5,270.41
2001-08-31,270.47,273.35,270.3,272.47
2001-09-03,271.97,273.32,271.87,272.98
2001-09-04,273.48,275.06,272.05,274.22
2001-09-05,274.05,274.13,269.29,269.7
2001-09-06,268.72,270.08,267.77,268.4
2001-09-07,268.82,270.1,267.56,269.12
2001-09-10,269.23,269.99,267.46,268.29
2001-09-11,267.95,271.93,266.06,269.26
2001-09-12,269.07,271.14,268.55,269.9
2001-09-13,269.51,271.53,269.45,270.67
2001-09-14,270.66,274.18,269.6,273.48
2001-09-17,272.1,274.35,270.17,272.03
2001-09-18,272.11,273.88,271.5,272.85
2001-09-19,272.74,273.41,271.17,272.01
2001-09-20,272.25,276.64,272.06,275.27
2001-09-21,274.93,276.73,272.9,275.59
2001-09-24,275.22,276.71,272.76,273.08
2001-09-25,273.03,274.47,271.54,271.75
2001-09-26,271.96,273,270.66,271.37
2001-09-27,270.96,271.48,266.92,267.66
2001-09-28,267.69,270.49,267.69,268.46
2001-10-01,268.68,268.9,265.7,265.96
2001-10-02,266.01,267.19,264.29,265.56
2001-10-03,266.47,266.65,263.73,265.68
2001-10-04,265.62,266.91,265.2,265.72
2001-10-05,265.74,266.64,264.9,265.05
2001-10-08,266.17,267.54,265.72,267.03
2001-10-09,267.02,268.56,266.17,268.23
2001-10-10,267.8,269.55,267.22,268.5
2001-10-11,268.55,269.15,266.92,267.33
2001-10-12,267.25,268.08,266.2,266.97
2001-10-15,266.75,268.28,266.38,267.64
2001-10-16,267.96,268.5,266.19,267.11
2001-10-17,266.92,267.99,266.08,267.49
2001-10-18,267.49,268.73,267.07,267.81
2001-10-19,268.08,269.47,267.66,269.11
2001-10-22,268.63,269.11,267.22,267.57
2001-10-23,267.88,268.22,266.72,267.5
2001-10-24,267.46,267.6,266.14,266.23
2001-10-25,266.05,267.03,265.53,266.16
2001-10-26,266.57,267.09,265.1,265.85
2001-10-29,266.28,266.78,264.55,265.1
2001-10-30,265.17,265.7,264.45,265.28
2001-10-31,264.65,265.72,263.78,264.45
2001-11-01,264.49,265.37,263.71,264.39
2001-11-02,264.47,265.73,264.36,265.18
2001-11-05,265.42,266.39,265.09,265.7
2001-11-06,266.14,267.61,265.73,267.28
2001-11-07,267.26,267.89,265.78,266.98
2001-11-08,266.69,270.67,266.12,269.91
2001-11-09,269.85,270.4,268.84,269.06
2001-11-12,268.99,269.82,267.9,269.11
2001-11-13,268.92,269.79,267.75,268.68
2001-11-14,268.87,269.3,268,268.67
2001-11-15,268.38,268.72,266.96,267.67
2001-11-16,267.57,268.16,266.37,266.74
2001-11-19,266.73,268.35,266.03,267.66
2001-11-20,267.71,268.44,267.13,268.06
2001-11-21,267.78,268.27,266.61,267.42
2001-11-22,267.74,267.76,265.97,266.25
2001-11-23,266.16,266.91,265.2,265.74
2001-11-26,265.81,266.31,264.93,265.98
2001-11-27,265.44,266.82,264.78,265.7
2001-11-28,266.04,267.18,265.29,266.09
2001-11-30,264.66,266.3,263.76,265.05
2001-12-03,265.41,265.75,263.8,264.01
2001-12-04,264.08,265.2,263.82,264.04
2001-12-05,264.12,265.22,263.48,264.8
2001-12-06,265.45,265.65,261.91,262.24
2001-12-07,262.5,262.62,260.11,260.5
2001-12-10,260.11,260.64,258.82,259.26
2001-12-11,259.4,259.94,258.3,258.6
2001-12-12,259.09,259.34,256.71,257.76
2001-12-13,257.57,258.71,256.59,258.67
2001-12-14,258.11,258.13,253.24,254.13
2001-12-17,253.1,253.77,252.29,253.34
2001-12-18,253.01,253.5,251.56,253.03
2001-12-19,252.84,254.31,252.13,253.25
2001-12-20,252.94,253.96,251.8,252.1
2001-12-21,250.86,252.92,249.76,251.85
2001-12-24,251.95,253.45,250.85,252.32
2001-12-25,252.11,252.41,249.65,249.89
2001-12-26,250.03,250.94,248.92,249.37
2001-12-27,248.83,249.08,247.11,247.46
2001-12-28,247.34,249.65,247.26,248.68
2001-12-31,248.13,248.75,246.4,246.72
2002-01-02,246.46,247.48,244.99,245.61
2002-01-03,245.9,247.61,245.56,247.2
2002-01-04,247.57,249.21,247.33,248.39
2002-01-07,248.89,249.7,247.91,248.69
2002-01-08,247.73,247.73,245.4,245.88
2002-01-09,245.26,246.92,244.53,245.72
2002-01-10,245.56,247.05,245.19,245.97
2002-01-11,246.97,247.44,245.77,246.15
2002-01-14,246.52,247.01,246.08,246.16
2002-01-15,246.79,249.25,246.57,249.06
2002-01-16,248.68,249.41,247.79,247.9
2002-01-17,247.3,248.64,247.03,247.4
2002-01-18,246.74,247.25,246.01,246.55
2002-01-21,247.14,247.33,246.41,246.76
2002-01-22,246.04,246.21,243.93,244.75
2002-01-23,244.76,245.34,243.63,244.6
2002-01-24,244.4,245.56,244.04,244.2
2002-01-25,243.88,247.65,243.72,247.03
2002-01-28,246.24,249.59,246.18,248.76
2002-01-29,248.82,250.19,247.93,248.47
2002-01-30,248.14,250.29,248.14,249.56
2002-01-31,249.17,250.24,246.67,246.67
2002-02-01,246.77,249.34,246.75,249.28
2002-02-04,249.16,250.07,248.34,249.36
2002-02-05,249.79,250.08,246.47,247.21
2002-02-06,247.7,248.62,246.52,247.84
2002-02-07,247.91,248.58,246.98,247.44
2002-02-08,247.02,247.78,244.8,245.4
2002-02-11,245.19,247.38,244.84,247.38
2002-02-12,246.46,248.02,245.76,247.38
2002-02-13,247.72,248.67,246.39,247.02
2002-02-14,248.19,249.73,248.01,249.13
2002-02-15,248.94,248.95,247.17,248.07
2002-02-18,248.19,248.67,247.65,248.18
2002-02-19,248.47,248.5,245.66,245.92
2002-02-20,246.52,247.13,245.71,246.52
2002-02-21,246.35,247.23,245.27,245.72
2002-02-22,245.7,246.44,244.7,245.08
2002-02-25,245.21,246.71,245.13,246.4
2002-02-26,246.5,246.96,245.26,246.22
2002-02-27,246.43,246.76,245.43,246.37
2002-02-28,246.22,248.14,246.2,247.53
2002-03-01,247.82,248.64,246.97,248.26
2002-03-04,248.01,250.91,248.01,249.65
2002-03-05,249.65,251.02,249.02,249.43
2002-03-06,249.4,252.19,249.25,252.12
2002-03-07,251.75,259.46,251.63,257.97
2002-03-08,257.51,257.98,255.98,256.58
2002-03-11,256.82,257.6,255.23,256.76
2002-03-12,256.46,257.13,255.82,255.97
2002-03-13,255.67,256.2,254.59,254.63
2002-03-14,255.29,256.53,254.19,254.46
2002-03-15,253.94,254.93,253.66,254.19
2002-03-18,254.04,254.13,249.66,249.82
2002-03-19,250.52,250.72,248.15,248.83
2002-03-20,248.51,250.24,248.32,249.24
2002-03-21,249.28,249.59,248.09,248.6
2002-03-22,248.21,248.59,247.01,247.46
2002-03-25,247.86,247.93,246.21,246.35
2002-03-26,246.28,248.27,246.28,247.02
2002-03-27,247.6,248.74,247.37,248.18
2002-03-28,248.48,249.13,248.01,248.32
2002-03-29,247.56,248.93,247.43,248.09
2002-04-01,247.57,247.77,244.53,244.98
2002-04-02,245.32,245.94,244.82,245.45
2002-04-03,245.85,247.08,245.71,246.55
2002-04-04,246.48,248.33,245.92,247.7
2002-04-05,247.68,249.27,247.49,249.02
2002-04-08,248.93,250.5,248.67,249.75
2002-04-09,249.66,250.61,248.97,250.09
2002-04-10,250.92,251.18,250.28,250.43
2002-04-11,250.37,250.38,248.09,248.55
2002-04-12,248.77,249.05,247.39,248
2002-04-15,247.89,249.13,247.39,247.97
2002-04-16,248.04,249.64,247.75,249.11
2002-04-17,249.22,249.71,248.52,249.19
2002-04-18,248.9,250.98,248.8,250.13
2002-04-19,249.97,250.33,249,249.45
2002-04-22,249.34,250.95,249.05,250.15
2002-04-23,249.85,250.81,249.75,250.07
2002-04-24,250.06,251.03,249.49,250.57
2002-04-25,250.57,252.53,250.54,251.44
2002-04-26,251.56,253.08,251.14,252.62
2002-04-29,252.73,252.98,251.68,251.87
2002-04-30,251.98,252.75,251.07,251.21
2002-05-01,251.08,252.87,251.02,252.33
2002-05-02,252.64,253.21,251.26,251.89
2002-05-03,251.96,253.03,251.22,252.28
2002-05-06,252.3,252.43,251.43,251.71
